method,split,seed,mean_success_rate,ci95_success_rate,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
foundation_policy_only,clean_deployment,6,0.615306,0.023211,0.224855,0.002430,0.325598,0.006004,0.224637,0.004767,0.120823,0.001246,0.125899,0.001026,0.135710,0.001213,35,84
foundation_policy_only,combined_stress,0,0.459864,0.028054,0.203952,0.002922,0.397564,0.006067,0.251044,0.004690,0.131041,0.001119,0.137491,0.001270,0.148467,0.001140,35,84
foundation_policy_only,combined_stress,1,0.475510,0.031114,0.203410,0.002735,0.396483,0.005944,0.251191,0.004687,0.130852,0.001243,0.136847,0.001253,0.148640,0.001119,35,84
foundation_policy_only,combined_stress,2,0.480612,0.027074,0.203782,0.002785,0.395746,0.006072,0.251123,0.004653,0.131119,0.001148,0.136765,0.001087,0.148819,0.001002,35,84
foundation_policy_only,combined_stress,3,0.471429,0.028267,0.203698,0.002750,0.395694,0.006113,0.251540,0.004657,0.131281,0.001201,0.137056,0.001065,0.149008,0.001049,35,84
foundation_policy_only,combined_stress,4,0.484014,0.029914,0.203613,0.002429,0.394956,0.006126,0.251472,0.004687,0.131170,0.001263,0.137357,0.001116,0.149415,0.001055,35,84
foundation_policy_only,combined_stress,5,0.448980,0.025101,0.203528,0.002336,0.395591,0.006134,0.251459,0.004767,0.131194,0.001220,0.137905,0.001035,0.149158,0.001202,35,84
foundation_policy_only,combined_stress,6,0.482993,0.025278,0.204358,0.002326,0.395196,0.006055,0.251634,0.004784,0.130001,0.001270,0.137763,0.001066,0.149571,0.001203,35,84
foundation_policy_only,heldout_camera,0,0.555442,0.028214,0.214454,0.002510,0.357676,0.005989,0.236652,0.004567,0.124538,0.001142,0.130555,0.001299,0.141149,0.001006,35,84
foundation_policy_only,heldout_camera,1,0.544558,0.024168,0.214362,0.002131,0.358305,0.005997,0.236864,0.004526,0.125227,0.001165,0.130172,0.001188,0.141574,0.001010,35,84
foundation_policy_only,heldout_camera,2,0.552721,0.024299,0.214726,0.002175,0.358247,0.006165,0.236590,0.004640,0.125239,0.000992,0.130056,0.001226,0.141302,0.000977,35,84
foundation_policy_only,heldout_camera,3,0.558503,0.026790,0.215091,0.002066,0.358189,0.006178,0.236774,0.004775,0.125317,0.001106,0.130193,0.001342,0.141258,0.001159,35,84
foundation_policy_only,heldout_camera,4,0.558163,0.027505,0.214998,0.002151,0.358818,0.006186,0.236986,0.004807,0.125566,0.001194,0.130162,0.001193,0.141226,0.001162,35,84
foundation_policy_only,heldout_camera,5,0.545238,0.018544,0.215820,0.002144,0.359103,0.006161,0.236955,0.004716,0.125805,0.001068,0.130256,0.001096,0.141417,0.001168,35,84
foundation_policy_only,heldout_camera,6,0.541497,0.028495,0.215270,0.002175,0.358360,0.006126,0.236654,0.005025,0.126235,0.001269,0.130259,0.001095,0.141362,0.001323,35,84
foundation_policy_only,heldout_object,0,0.568707,0.022920,0.219353,0.002208,0.344269,0.006065,0.231420,0.004899,0.124155,0.001210,0.128079,0.000934,0.138616,0.001325,35,84
foundation_policy_only,heldout_object,1,0.585374,0.023382,0.218803,0.002873,0.344554,0.006075,0.231846,0.004901,0.124277,0.001255,0.128106,0.001062,0.138578,0.001414,35,84
foundation_policy_only,heldout_object,2,0.574150,0.022292,0.218710,0.002873,0.344154,0.005909,0.231788,0.004880,0.124662,0.001163,0.128413,0.000925,0.138529,0.001545,35,84
foundation_policy_only,heldout_object,3,0.576190,0.026025,0.218160,0.003049,0.343753,0.005842,0.231272,0.004848,0.124305,0.001388,0.128815,0.000944,0.138480,0.001490,35,84
foundation_policy_only,heldout_object,4,0.578231,0.019090,0.218525,0.003117,0.344039,0.005876,0.231241,0.004688,0.124016,0.001247,0.128532,0.000946,0.138442,0.001442,35,84
foundation_policy_only,heldout_object,5,0.597959,0.023647,0.217974,0.003031,0.342952,0.005736,0.230927,0.004632,0.123266,0.001351,0.128757,0.001027,0.138382,0.001325,35,84
foundation_policy_only,heldout_object,6,0.586395,0.024859,0.218339,0.003052,0.343580,0.005745,0.230909,0.004660,0.123730,0.001243,0.129067,0.001063,0.138121,0.001194,35,84
foundation_policy_only,heldout_workspace,0,0.517007,0.025512,0.209591,0.002342,0.372198,0.005855,0.241991,0.004706,0.127634,0.001338,0.133060,0.000917,0.144172,0.001223,35,84
foundation_policy_only,heldout_workspace,1,0.529592,0.026221,0.209523,0.002610,0.372158,0.005903,0.242416,0.004701,0.127827,0.001198,0.133140,0.000956,0.143683,0.001245,35,84
foundation_policy_only,heldout_workspace,2,0.521769,0.028384,0.209454,0.002562,0.371775,0.005732,0.242370,0.004749,0.127929,0.001124,0.133425,0.001138,0.143647,0.001126,35,84
foundation_policy_only,heldout_workspace,3,0.514626,0.028746,0.209842,0.002530,0.372079,0.005827,0.242581,0.004883,0.128075,0.001142,0.133702,0.001085,0.144079,0.001133,35,84
foundation_policy_only,heldout_workspace,4,0.522109,0.026373,0.209316,0.002707,0.371353,0.005602,0.242293,0.004838,0.127836,0.001069,0.133605,0.001165,0.144494,0.001136,35,84
foundation_policy_only,heldout_workspace,5,0.527211,0.025373,0.209705,0.002884,0.370970,0.005640,0.242247,0.004816,0.127451,0.001260,0.133303,0.001239,0.144458,0.001079,35,84
foundation_policy_only,heldout_workspace,6,0.541837,0.028302,0.210093,0.002655,0.371274,0.005845,0.242229,0.004771,0.126695,0.001205,0.133363,0.001237,0.144661,0.001118,35,84
oracle_arbiter,clean_deployment,0,0.813605,0.014219,0.730901,0.002151,0.039011,0.002460,0.075855,0.004818,0.017541,0.000937,0.163942,0.001136,0.032748,0.001022,35,84
oracle_arbiter,clean_deployment,1,0.814286,0.014887,0.731217,0.002139,0.038917,0.002139,0.076013,0.004750,0.017693,0.000857,0.163876,0.001161,0.033137,0.001023,35,84
oracle_arbiter,clean_deployment,2,0.812585,0.013674,0.731077,0.002386,0.039510,0.002146,0.076199,0.004744,0.018171,0.000842,0.163378,0.001206,0.033080,0.001020,35,84
oracle_arbiter,clean_deployment,3,0.817007,0.017406,0.730936,0.002557,0.039073,0.002163,0.075887,0.004648,0.018206,0.000903,0.162818,0.001180,0.033236,0.001040,35,84
oracle_arbiter,clean_deployment,4,0.820748,0.016922,0.729880,0.002938,0.039323,0.002198,0.075830,0.004694,0.017626,0.000993,0.162951,0.001106,0.033402,0.001004,35,84
oracle_arbiter,clean_deployment,5,0.832313,0.014738,0.728825,0.002742,0.038886,0.001987,0.075747,0.004557,0.016613,0.001014,0.162548,0.000990,0.033786,0.001002,35,84
oracle_arbiter,clean_deployment,6,0.834354,0.014456,0.729141,0.002895,0.039135,0.002025,0.075690,0.004666,0.016982,0.000965,0.162698,0.000987,0.033724,0.000992,35,84
oracle_arbiter,combined_stress,0,0.804762,0.018603,0.710586,0.003035,0.046064,0.001881,0.099069,0.004655,0.019125,0.000842,0.173976,0.001044,0.046614,0.001373,35,84
oracle_arbiter,combined_stress,1,0.789116,0.016776,0.710437,0.002923,0.045964,0.002032,0.098994,0.004524,0.019362,0.000931,0.174070,0.000992,0.046770,0.001463,35,84
oracle_arbiter,combined_stress,2,0.802381,0.017875,0.711203,0.002913,0.045865,0.002095,0.098920,0.004555,0.019249,0.000910,0.174104,0.000927,0.046470,0.001439,35,84
oracle_arbiter,combined_stress,3,0.802721,0.014828,0.711512,0.002892,0.045765,0.002164,0.097931,0.004707,0.019358,0.000841,0.174038,0.000956,0.046855,0.001443,35,84
oracle_arbiter,combined_stress,4,0.802381,0.014825,0.710448,0.002536,0.045665,0.002503,0.098085,0.004661,0.019755,0.000863,0.173979,0.000908,0.046326,0.001309,35,84
oracle_arbiter,combined_stress,5,0.789116,0.017073,0.710299,0.002339,0.045223,0.002567,0.098226,0.004663,0.020157,0.000828,0.174278,0.001017,0.046477,0.001232,35,84
oracle_arbiter,combined_stress,6,0.791497,0.019425,0.710608,0.002394,0.044780,0.002533,0.098595,0.004667,0.019798,0.000925,0.174192,0.001013,0.045713,0.001066,35,84
oracle_arbiter,heldout_camera,0,0.818027,0.017834,0.721496,0.002675,0.040520,0.002044,0.086026,0.004724,0.017845,0.001001,0.168295,0.001209,0.039134,0.000894,35,84
oracle_arbiter,heldout_camera,1,0.837415,0.013526,0.721339,0.002396,0.040758,0.001987,0.085961,0.004841,0.017858,0.000979,0.167807,0.001203,0.039063,0.000966,35,84
oracle_arbiter,heldout_camera,2,0.797279,0.016719,0.722097,0.002385,0.040995,0.001776,0.085896,0.004853,0.018147,0.000891,0.167913,0.001177,0.039450,0.000969,35,84
oracle_arbiter,heldout_camera,3,0.815986,0.015375,0.721483,0.002791,0.041575,0.001783,0.086302,0.004854,0.018217,0.000875,0.167659,0.001258,0.039842,0.000973,35,84
oracle_arbiter,heldout_camera,4,0.802381,0.017277,0.722241,0.002780,0.042156,0.001790,0.086022,0.004749,0.017533,0.000752,0.167958,0.001155,0.039091,0.001228,35,84
oracle_arbiter,heldout_camera,5,0.806463,0.014486,0.722541,0.002876,0.041707,0.001916,0.086159,0.004626,0.017355,0.000823,0.167850,0.001108,0.039238,0.001327,35,84
oracle_arbiter,heldout_camera,6,0.820408,0.015989,0.722384,0.002912,0.042288,0.001923,0.086108,0.004623,0.017044,0.000808,0.167187,0.001110,0.039173,0.001290,35,84
oracle_arbiter,heldout_object,0,0.811565,0.014236,0.726871,0.002977,0.041245,0.001964,0.081597,0.004740,0.017286,0.000839,0.165568,0.001087,0.036379,0.001389,35,84
oracle_arbiter,heldout_object,1,0.833333,0.013494,0.726714,0.002805,0.040796,0.002038,0.081504,0.004636,0.017203,0.000764,0.165284,0.000865,0.036526,0.001354,35,84
oracle_arbiter,heldout_object,2,0.819388,0.014554,0.725642,0.002898,0.041377,0.002044,0.081224,0.004506,0.017898,0.000770,0.165815,0.000872,0.036690,0.001278,35,84
oracle_arbiter,heldout_object,3,0.817347,0.013492,0.725943,0.002812,0.041614,0.002103,0.081160,0.004581,0.017654,0.000788,0.165769,0.000938,0.036619,0.001392,35,84
oracle_arbiter,heldout_object,4,0.812245,0.013119,0.725786,0.003000,0.041509,0.002241,0.081310,0.004583,0.018141,0.000781,0.165982,0.000927,0.036543,0.001361,35,84
oracle_arbiter,heldout_object,5,0.817347,0.013827,0.725629,0.002878,0.041403,0.002161,0.081231,0.004867,0.017958,0.000889,0.165864,0.000903,0.036238,0.001305,35,84
oracle_arbiter,heldout_object,6,0.806122,0.015441,0.724558,0.002676,0.041641,0.002112,0.081166,0.004803,0.018126,0.000922,0.166139,0.000950,0.036167,0.001212,35,84
oracle_arbiter,heldout_workspace,0,0.810204,0.017481,0.716589,0.002519,0.042652,0.002147,0.090618,0.004718,0.018495,0.001053,0.169786,0.001056,0.041708,0.001092,35,84
oracle_arbiter,heldout_workspace,1,0.804422,0.015194,0.716914,0.002260,0.042222,0.002095,0.090538,0.004850,0.018061,0.000982,0.170247,0.001006,0.041868,0.001041,35,84
oracle_arbiter,heldout_workspace,2,0.807823,0.015339,0.717239,0.002194,0.042820,0.002101,0.090729,0.004845,0.018213,0.000953,0.170387,0.000937,0.041815,0.001060,35,84
oracle_arbiter,heldout_workspace,3,0.811565,0.014522,0.717106,0.002457,0.043075,0.002179,0.090676,0.004738,0.017867,0.000968,0.170067,0.000903,0.041757,0.001033,35,84
oracle_arbiter,heldout_workspace,4,0.814966,0.014983,0.716516,0.002563,0.042988,0.002064,0.090382,0.004614,0.017951,0.000888,0.170207,0.000960,0.041922,0.001087,35,84
oracle_arbiter,heldout_workspace,5,0.790816,0.017305,0.716383,0.002483,0.043243,0.002085,0.090330,0.004808,0.018392,0.000868,0.170623,0.000903,0.041863,0.001045,35,84
oracle_arbiter,heldout_workspace,6,0.815986,0.017802,0.716250,0.002835,0.043156,0.001871,0.090492,0.004796,0.017830,0.000929,0.170088,0.001066,0.041799,0.001130,35,84
position_based_visual_servo,clean_deployment,0,0.518367,0.021117,0.444846,0.002291,0.159646,0.003405,0.156198,0.004785,0.081082,0.000958,0.152646,0.001046,0.097339,0.001221,35,84
position_based_visual_servo,clean_deployment,1,0.560884,0.018194,0.445267,0.002349,0.159630,0.003561,0.156183,0.004698,0.080219,0.000907,0.152215,0.000902,0.097325,0.001197,35,84
position_based_visual_servo,clean_deployment,2,0.536395,0.023371,0.445687,0.002582,0.159957,0.003750,0.155725,0.004390,0.080475,0.001119,0.152682,0.000976,0.097316,0.001174,35,84
position_based_visual_servo,clean_deployment,3,0.553061,0.021904,0.446565,0.002573,0.160628,0.003758,0.156194,0.004392,0.079739,0.001019,0.152738,0.000868,0.096855,0.000986,35,84
position_based_visual_servo,clean_deployment,4,0.542517,0.024299,0.445614,0.002933,0.159926,0.003618,0.156381,0.004466,0.080355,0.000897,0.152608,0.000950,0.096829,0.000981,35,84
position_based_visual_servo,clean_deployment,5,0.538435,0.022638,0.446492,0.002922,0.159568,0.003731,0.156123,0.004540,0.080391,0.000921,0.152871,0.000976,0.096580,0.001033,35,84
position_based_visual_servo,clean_deployment,6,0.546599,0.022705,0.446455,0.002903,0.159209,0.003578,0.156552,0.004541,0.080438,0.001116,0.152783,0.001000,0.096789,0.001003,35,84
position_based_visual_servo,combined_stress,0,0.447619,0.019445,0.423799,0.002883,0.189058,0.003346,0.181312,0.004879,0.085865,0.001006,0.163391,0.001140,0.110968,0.001212,35,84
position_based_visual_servo,combined_stress,1,0.465306,0.023729,0.423754,0.002626,0.189037,0.003510,0.181293,0.004750,0.085038,0.001094,0.162975,0.001158,0.111178,0.001204,35,84
position_based_visual_servo,combined_stress,2,0.463605,0.020626,0.422337,0.002670,0.189358,0.003336,0.181516,0.004749,0.085089,0.000991,0.163210,0.001112,0.111394,0.001123,35,84
position_based_visual_servo,combined_stress,3,0.463265,0.015845,0.422292,0.002698,0.189337,0.003271,0.181268,0.004787,0.084841,0.000783,0.163661,0.001116,0.111375,0.001212,35,84
position_based_visual_servo,combined_stress,4,0.475850,0.023126,0.423162,0.002687,0.189315,0.003398,0.181020,0.004612,0.085021,0.000841,0.163525,0.001113,0.111356,0.001044,35,84
position_based_visual_servo,combined_stress,5,0.458503,0.018607,0.423575,0.002855,0.189293,0.003633,0.180315,0.004510,0.085324,0.000855,0.163688,0.001042,0.111566,0.001089,35,84
position_based_visual_servo,combined_stress,6,0.464286,0.023255,0.424445,0.002843,0.187900,0.003948,0.180241,0.004642,0.085093,0.000963,0.163391,0.000919,0.111525,0.001176,35,84
position_based_visual_servo,heldout_camera,0,0.525850,0.023499,0.435762,0.002202,0.173907,0.003564,0.166811,0.004839,0.081938,0.001095,0.156901,0.001083,0.103632,0.001220,35,84
position_based_visual_servo,heldout_camera,1,0.507483,0.022045,0.436623,0.002192,0.173880,0.003222,0.167016,0.004817,0.082751,0.001027,0.157299,0.001012,0.103610,0.001239,35,84
position_based_visual_servo,heldout_camera,2,0.510884,0.020547,0.436571,0.002579,0.174195,0.003280,0.166320,0.004873,0.082887,0.001032,0.157251,0.000976,0.103821,0.001270,35,84
position_based_visual_servo,heldout_camera,3,0.494218,0.021204,0.436518,0.002786,0.173825,0.003470,0.166283,0.004915,0.083403,0.000992,0.157403,0.001027,0.102878,0.001207,35,84
position_based_visual_servo,heldout_camera,4,0.520408,0.017366,0.436922,0.002793,0.173454,0.003521,0.166703,0.004904,0.083081,0.000936,0.157127,0.001141,0.102849,0.001291,35,84
position_based_visual_servo,heldout_camera,5,0.499660,0.023146,0.436412,0.002811,0.172740,0.003412,0.166881,0.004877,0.083206,0.000926,0.156405,0.001269,0.102358,0.001192,35,84
position_based_visual_servo,heldout_camera,6,0.501701,0.020564,0.435445,0.002975,0.172370,0.003361,0.167301,0.004887,0.083595,0.000923,0.156599,0.001254,0.102101,0.001059,35,84
position_based_visual_servo,heldout_object,0,0.550000,0.023132,0.439848,0.002945,0.166052,0.003751,0.162538,0.004798,0.081587,0.000983,0.154596,0.001212,0.100096,0.001039,35,84
position_based_visual_servo,heldout_object,1,0.518027,0.019937,0.439338,0.003236,0.166025,0.003565,0.162743,0.004794,0.081757,0.001031,0.155130,0.001245,0.100302,0.000924,35,84
position_based_visual_servo,heldout_object,2,0.515646,0.019387,0.438828,0.003085,0.166340,0.003521,0.162733,0.004658,0.081579,0.000949,0.155597,0.001163,0.100285,0.000947,35,84
position_based_visual_servo,heldout_object,3,0.521769,0.017017,0.438775,0.002851,0.166999,0.003529,0.162966,0.004551,0.081265,0.000993,0.155292,0.001160,0.100730,0.000951,35,84
position_based_visual_servo,heldout_object,4,0.512925,0.020278,0.439637,0.002843,0.167314,0.003610,0.162728,0.004453,0.081436,0.001014,0.155595,0.001135,0.100941,0.001010,35,84
position_based_visual_servo,heldout_object,5,0.518367,0.017828,0.439127,0.002545,0.167286,0.003534,0.162933,0.004392,0.080857,0.000979,0.155298,0.001035,0.100919,0.001122,35,84
position_based_visual_servo,heldout_object,6,0.523129,0.020200,0.439074,0.002529,0.166916,0.003619,0.162667,0.004480,0.081165,0.001020,0.154778,0.000986,0.100890,0.001202,35,84
position_based_visual_servo,heldout_workspace,0,0.498299,0.020851,0.429668,0.002067,0.179098,0.003749,0.172533,0.004843,0.083792,0.000901,0.160054,0.001022,0.105434,0.001170,35,84
position_based_visual_servo,heldout_workspace,1,0.487415,0.023683,0.430554,0.002058,0.178059,0.003638,0.172252,0.004801,0.084376,0.000936,0.159932,0.001059,0.105864,0.001178,35,84
position_based_visual_servo,heldout_workspace,2,0.487755,0.023904,0.430983,0.002276,0.177364,0.003778,0.172214,0.004747,0.083856,0.001218,0.160383,0.001065,0.106071,0.001213,35,84
position_based_visual_servo,heldout_workspace,3,0.496599,0.021762,0.431411,0.002203,0.177011,0.003590,0.172647,0.004740,0.083665,0.001112,0.160521,0.001016,0.106284,0.001121,35,84
position_based_visual_servo,heldout_workspace,4,0.489796,0.022211,0.431840,0.002082,0.177687,0.003598,0.172206,0.004617,0.083596,0.001207,0.158757,0.001094,0.106056,0.001103,35,84
position_based_visual_servo,heldout_workspace,5,0.495238,0.023435,0.432268,0.002341,0.177678,0.003440,0.171967,0.004586,0.082784,0.001267,0.158929,0.001104,0.106045,0.001022,35,84
position_based_visual_servo,heldout_workspace,6,0.487075,0.017518,0.432239,0.002461,0.178354,0.003448,0.171755,0.004617,0.082751,0.001132,0.158094,0.001041,0.106503,0.001025,35,84
proposed_servo_foundation_arbiter,clean_deployment,0,0.735034,0.021418,0.655470,0.002502,0.077807,0.002697,0.097983,0.004740,0.033895,0.000803,0.212287,0.001006,0.050631,0.001137,35,84
proposed_servo_foundation_arbiter,clean_deployment,1,0.728231,0.016964,0.654567,0.002637,0.077828,0.002777,0.097765,0.004726,0.033809,0.000840,0.212144,0.001104,0.050641,0.001104,35,84
proposed_servo_foundation_arbiter,clean_deployment,2,0.746259,0.017052,0.653663,0.002740,0.078191,0.002730,0.096875,0.004865,0.033452,0.000913,0.211982,0.001147,0.050885,0.001236,35,84
proposed_servo_foundation_arbiter,clean_deployment,3,0.747619,0.016256,0.654132,0.002905,0.077526,0.002840,0.096629,0.005019,0.033839,0.000863,0.211757,0.001128,0.050427,0.001223,35,84
proposed_servo_foundation_arbiter,clean_deployment,4,0.734694,0.016939,0.653686,0.002901,0.077546,0.002630,0.096411,0.004826,0.034333,0.000890,0.211904,0.001059,0.050666,0.001243,35,84
proposed_servo_foundation_arbiter,clean_deployment,5,0.738435,0.020325,0.654154,0.002841,0.075165,0.002409,0.096325,0.004794,0.034102,0.000962,0.212113,0.001144,0.049494,0.001334,35,84
proposed_servo_foundation_arbiter,clean_deployment,6,0.743197,0.016015,0.655080,0.002833,0.075529,0.002579,0.095663,0.004596,0.034248,0.000855,0.212083,0.000974,0.049280,0.001266,35,84
proposed_servo_foundation_arbiter,combined_stress,0,0.702041,0.018511,0.632607,0.002838,0.089361,0.002556,0.120103,0.004689,0.037018,0.000973,0.222204,0.001159,0.063295,0.001322,35,84
proposed_servo_foundation_arbiter,combined_stress,1,0.704762,0.020800,0.632610,0.002749,0.089032,0.002682,0.120324,0.004813,0.036731,0.001122,0.221961,0.001173,0.062609,0.001172,35,84
proposed_servo_foundation_arbiter,combined_stress,2,0.688435,0.021718,0.633071,0.002477,0.088360,0.002607,0.120760,0.004809,0.036122,0.001141,0.222138,0.001080,0.062833,0.001070,35,84
proposed_servo_foundation_arbiter,combined_stress,3,0.698639,0.022571,0.633074,0.002118,0.088375,0.002511,0.120766,0.004914,0.035701,0.001149,0.222507,0.001108,0.062610,0.001011,35,84
proposed_servo_foundation_arbiter,combined_stress,4,0.694898,0.020226,0.633535,0.001970,0.089075,0.002520,0.120571,0.004795,0.035598,0.001156,0.222787,0.001082,0.062856,0.001027,35,84
proposed_servo_foundation_arbiter,combined_stress,5,0.701701,0.020715,0.633995,0.001907,0.089433,0.002331,0.120591,0.004715,0.035497,0.001038,0.222504,0.000864,0.063324,0.001032,35,84
proposed_servo_foundation_arbiter,combined_stress,6,0.693537,0.022029,0.634913,0.001895,0.090133,0.002339,0.120625,0.004729,0.035034,0.000940,0.223056,0.000857,0.063570,0.001086,35,84
proposed_servo_foundation_arbiter,heldout_camera,0,0.713265,0.017202,0.645865,0.001975,0.082169,0.002589,0.107711,0.004661,0.035492,0.000917,0.216574,0.001123,0.055820,0.000997,35,84
proposed_servo_foundation_arbiter,heldout_camera,1,0.724830,0.017528,0.646775,0.001965,0.082520,0.002410,0.106583,0.004530,0.035017,0.001071,0.216240,0.001056,0.056055,0.000895,35,84
proposed_servo_foundation_arbiter,heldout_camera,2,0.728571,0.017080,0.646770,0.002506,0.082186,0.002349,0.106800,0.004696,0.034933,0.000961,0.215983,0.001113,0.055823,0.000900,35,84
proposed_servo_foundation_arbiter,heldout_camera,3,0.722449,0.022612,0.647223,0.002485,0.082537,0.002383,0.106816,0.004711,0.034400,0.001114,0.215597,0.000892,0.055602,0.000863,35,84
proposed_servo_foundation_arbiter,heldout_camera,4,0.718707,0.020022,0.646761,0.002716,0.083232,0.002392,0.107303,0.004712,0.034091,0.000974,0.216101,0.000951,0.054699,0.001109,35,84
proposed_servo_foundation_arbiter,heldout_camera,5,0.721769,0.015427,0.647213,0.002779,0.082897,0.002595,0.107062,0.004803,0.034460,0.000909,0.216309,0.000819,0.054924,0.000994,35,84
proposed_servo_foundation_arbiter,heldout_camera,6,0.729592,0.017575,0.646751,0.003046,0.082906,0.002498,0.107522,0.004800,0.034099,0.000819,0.216697,0.000806,0.054926,0.001177,35,84
proposed_servo_foundation_arbiter,heldout_object,0,0.734014,0.019226,0.651081,0.002983,0.079611,0.002331,0.103529,0.004725,0.034318,0.000882,0.214868,0.000929,0.052475,0.001265,35,84
proposed_servo_foundation_arbiter,heldout_object,1,0.738435,0.016746,0.651534,0.003183,0.079963,0.002525,0.103773,0.004771,0.034041,0.000969,0.215291,0.000945,0.052940,0.001273,35,84
proposed_servo_foundation_arbiter,heldout_object,2,0.724490,0.020564,0.647870,0.003188,0.079971,0.002530,0.103546,0.004917,0.034317,0.001051,0.215668,0.001024,0.053170,0.001294,35,84
proposed_servo_foundation_arbiter,heldout_object,3,0.725170,0.014861,0.648323,0.003082,0.079979,0.002876,0.103320,0.004714,0.034072,0.000899,0.215671,0.000997,0.053629,0.001304,35,84
proposed_servo_foundation_arbiter,heldout_object,4,0.737415,0.019439,0.646489,0.002643,0.080674,0.002883,0.103578,0.004730,0.033891,0.000964,0.216016,0.000957,0.053871,0.001337,35,84
proposed_servo_foundation_arbiter,heldout_object,5,0.736395,0.019373,0.646484,0.002327,0.081025,0.002966,0.103593,0.004693,0.033714,0.000966,0.215807,0.001060,0.053649,0.001262,35,84
proposed_servo_foundation_arbiter,heldout_object,6,0.726190,0.022978,0.647394,0.002318,0.080691,0.002901,0.102895,0.004681,0.034330,0.000935,0.215918,0.001139,0.053417,0.001229,35,84
proposed_servo_foundation_arbiter,heldout_workspace,0,0.725170,0.016579,0.641405,0.002687,0.084747,0.002566,0.111630,0.004561,0.035060,0.000929,0.219463,0.001172,0.057252,0.001122,35,84
proposed_servo_foundation_arbiter,heldout_workspace,1,0.724830,0.020600,0.641424,0.002504,0.084773,0.002555,0.112102,0.004566,0.034876,0.001007,0.219031,0.001125,0.057724,0.001129,35,84
proposed_servo_foundation_arbiter,heldout_workspace,2,0.724830,0.018934,0.641901,0.002392,0.085143,0.002564,0.112359,0.004487,0.035159,0.000810,0.219510,0.001133,0.058201,0.001131,35,84
proposed_servo_foundation_arbiter,heldout_workspace,3,0.719728,0.023671,0.642835,0.002383,0.085169,0.002523,0.112602,0.004435,0.034375,0.000933,0.219354,0.001131,0.057986,0.001014,35,84
proposed_servo_foundation_arbiter,heldout_workspace,4,0.688776,0.026564,0.643311,0.002299,0.085881,0.002531,0.112644,0.004534,0.035063,0.001009,0.219227,0.001046,0.058240,0.000947,35,84
proposed_servo_foundation_arbiter,heldout_workspace,5,0.727551,0.021105,0.643331,0.002541,0.086251,0.002587,0.112444,0.004780,0.034552,0.000985,0.218861,0.001062,0.058488,0.000992,35,84
proposed_servo_foundation_arbiter,heldout_workspace,6,0.713265,0.016852,0.644265,0.002531,0.086620,0.002676,0.112930,0.004782,0.035129,0.000895,0.219254,0.001060,0.058965,0.000997,35,84
uncertainty_gated_foundation,clean_deployment,0,0.652381,0.022348,0.531028,0.002133,0.164328,0.003614,0.131616,0.004522,0.065887,0.001045,0.244044,0.001051,0.077416,0.001057,35,84
uncertainty_gated_foundation,clean_deployment,1,0.656803,0.021164,0.531914,0.002122,0.165005,0.003622,0.131404,0.004398,0.065831,0.001149,0.242168,0.001018,0.077188,0.000987,35,84
uncertainty_gated_foundation,clean_deployment,2,0.661905,0.020229,0.531428,0.002507,0.164995,0.003461,0.131164,0.004607,0.065026,0.001147,0.242343,0.001116,0.077406,0.001010,35,84
uncertainty_gated_foundation,clean_deployment,3,0.665306,0.017684,0.531856,0.002608,0.165672,0.003469,0.131181,0.004723,0.064542,0.001088,0.241392,0.001036,0.077406,0.001123,35,84
uncertainty_gated_foundation,clean_deployment,4,0.641497,0.022773,0.531370,0.002919,0.166348,0.003476,0.130969,0.004535,0.064822,0.001009,0.241628,0.001059,0.077178,0.001150,35,84
uncertainty_gated_foundation,clean_deployment,5,0.649660,0.018157,0.530884,0.003079,0.166339,0.003714,0.131415,0.004529,0.065127,0.000984,0.242001,0.001047,0.077167,0.001178,35,84
uncertainty_gated_foundation,clean_deployment,6,0.646599,0.021213,0.530398,0.003226,0.165986,0.003479,0.131391,0.004697,0.065156,0.000965,0.242258,0.001101,0.076465,0.001148,35,84
uncertainty_gated_foundation,combined_stress,0,0.580612,0.021583,0.509678,0.002395,0.195130,0.003452,0.156405,0.004998,0.070852,0.000960,0.254419,0.001095,0.091144,0.001337,35,84
uncertainty_gated_foundation,combined_stress,1,0.591156,0.023566,0.510098,0.002265,0.195801,0.003460,0.155960,0.004984,0.070432,0.001009,0.254307,0.001054,0.091369,0.001308,35,84
uncertainty_gated_foundation,combined_stress,2,0.571088,0.023284,0.510976,0.002256,0.195785,0.003624,0.155717,0.004791,0.070354,0.001076,0.254730,0.001011,0.091355,0.001241,35,84
uncertainty_gated_foundation,combined_stress,3,0.555102,0.024163,0.510939,0.002558,0.196112,0.003814,0.155487,0.004586,0.070677,0.000945,0.255112,0.000906,0.091345,0.001229,35,84
uncertainty_gated_foundation,combined_stress,4,0.547619,0.027140,0.511817,0.002549,0.196783,0.003822,0.155728,0.004481,0.070416,0.001076,0.255180,0.000946,0.091113,0.001065,35,84
uncertainty_gated_foundation,combined_stress,5,0.563946,0.021836,0.511323,0.002715,0.196767,0.003840,0.156170,0.004479,0.070324,0.000950,0.255239,0.000915,0.090870,0.001009,35,84
