risk_budget,method,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,mean_abstention_rate,ci95_abstention_rate,mean_predicted_risk,ci95_predicted_risk,mean_realized_risk,ci95_realized_risk,mean_accepted,ci95_accepted,mean_breach,ci95_breach,mean_gated_success,ci95_gated_success,mean_gated_utility,ci95_gated_utility,n
0.050000,stability_calibrated_servo_foundation_arbiter_v5,7,0.823706,0.005324,0.975528,0.008142,0.748772,0.002517,0.043103,0.001798,0.061526,0.002525,0.013325,0.000606,0.186210,0.000808,0.023172,0.000798,0.065076,0.001078,0.074663,0.002388,0.046125,0.001670,0.037500,0.029531,0.000000,0.000000,0.033038,0.026025,-0.007837,0.033209,160
0.050000,stability_calibrated_servo_foundation_arbiter_v5,8,0.824990,0.005322,0.976617,0.008052,0.748854,0.002372,0.043381,0.001879,0.061166,0.002526,0.013551,0.000607,0.186790,0.000737,0.022654,0.000845,0.065227,0.001033,0.074871,0.002488,0.046217,0.001726,0.050000,0.033877,0.000000,0.000000,0.043805,0.029688,0.005849,0.037848,160
0.050000,stability_calibrated_servo_foundation_arbiter_v5,9,0.824316,0.005340,0.975708,0.008120,0.748393,0.002454,0.043362,0.001852,0.061724,0.002548,0.013553,0.000600,0.186190,0.000761,0.022965,0.000836,0.064887,0.001064,0.074896,0.002429,0.046388,0.001705,0.056250,0.035814,0.000000,0.000000,0.048920,0.031158,0.012492,0.039799,160
0.100000,cbf_safety_shield,0,0.611462,0.007496,0.576802,0.011289,0.567869,0.002366,0.132193,0.002847,0.118090,0.002589,0.049312,0.000692,0.256586,0.000773,0.066102,0.000866,0.067059,0.000808,0.131051,0.002617,0.129932,0.002231,0.031250,0.027045,0.018750,0.021084,0.021952,0.019007,-0.025927,0.020844,160
0.100000,cbf_safety_shield,1,0.612239,0.007267,0.577214,0.011097,0.567624,0.002416,0.132404,0.002804,0.117738,0.002573,0.049332,0.000700,0.256446,0.000825,0.067091,0.000858,0.067135,0.000756,0.131290,0.002604,0.130145,0.002229,0.012500,0.017270,0.006250,0.012250,0.009040,0.012490,-0.040084,0.013699,160
0.100000,cbf_safety_shield,2,0.612550,0.007230,0.578245,0.011007,0.568119,0.002418,0.131851,0.002787,0.117740,0.002565,0.049332,0.000690,0.256621,0.000813,0.066343,0.000842,0.067164,0.000796,0.130909,0.002595,0.129746,0.002205,0.018750,0.021084,0.006250,0.012250,0.013067,0.014699,-0.035624,0.016174,160
0.100000,cbf_safety_shield,3,0.614651,0.007373,0.579706,0.011161,0.567535,0.002432,0.132296,0.002859,0.117689,0.002520,0.049450,0.000705,0.256488,0.000799,0.066703,0.000853,0.067251,0.000758,0.131114,0.002612,0.130081,0.002235,0.031250,0.027045,0.025000,0.024268,0.021909,0.018966,-0.026034,0.020747,160
0.100000,cbf_safety_shield,4,0.612803,0.007158,0.578106,0.010932,0.567487,0.002417,0.132079,0.002830,0.118165,0.002546,0.049168,0.000690,0.256351,0.000838,0.066489,0.000855,0.067034,0.000776,0.131275,0.002615,0.129880,0.002220,0.025000,0.024268,0.018750,0.021084,0.017338,0.016840,-0.030916,0.018538,160
0.100000,cbf_safety_shield,5,0.612154,0.007230,0.577336,0.011001,0.567631,0.002358,0.132226,0.002836,0.117963,0.002561,0.049233,0.000668,0.256501,0.000773,0.066680,0.000847,0.067184,0.000757,0.131162,0.002605,0.129978,0.002221,0.037500,0.029531,0.025000,0.024268,0.025644,0.020206,-0.021840,0.022188,160
0.100000,cbf_safety_shield,6,0.613492,0.007173,0.578900,0.010942,0.567990,0.002405,0.132204,0.002801,0.118092,0.002616,0.049181,0.000643,0.256350,0.000761,0.066440,0.000837,0.067037,0.000767,0.131176,0.002581,0.129922,0.002199,0.018750,0.021084,0.006250,0.012250,0.013237,0.014888,-0.035412,0.016410,160
0.100000,cbf_safety_shield,7,0.611900,0.007095,0.576985,0.010849,0.567610,0.002416,0.132236,0.002771,0.117892,0.002495,0.049444,0.000685,0.256608,0.000816,0.066567,0.000810,0.067162,0.000766,0.131255,0.002548,0.130069,0.002180,0.025000,0.024268,0.018750,0.021084,0.017455,0.016957,-0.030863,0.018589,160
0.100000,cbf_safety_shield,8,0.612325,0.007369,0.577558,0.011159,0.567529,0.002442,0.132100,0.002851,0.117838,0.002514,0.049314,0.000694,0.256578,0.000765,0.066631,0.000830,0.067144,0.000773,0.131107,0.002586,0.129928,0.002230,0.018750,0.021084,0.006250,0.012250,0.013266,0.014921,-0.035430,0.016388,160
0.100000,cbf_safety_shield,9,0.612498,0.007342,0.577704,0.011100,0.567598,0.002388,0.132190,0.002804,0.117475,0.002587,0.049509,0.000674,0.256465,0.000814,0.066635,0.000866,0.067218,0.000788,0.131183,0.002582,0.130005,0.002206,0.031250,0.027045,0.025000,0.024268,0.021937,0.018993,-0.025958,0.020816,160
0.100000,conformal_visual_abstention,0,0.648690,0.006237,0.665717,0.009595,0.613679,0.002405,0.098955,0.002436,0.111976,0.002562,0.039445,0.000643,0.251840,0.000784,0.042441,0.000842,0.099642,0.000907,0.123047,0.002613,0.102651,0.001994,0.068750,0.039330,0.000000,0.000000,0.048595,0.027814,0.006127,0.032127,160
0.100000,conformal_visual_abstention,1,0.648413,0.006272,0.665811,0.009611,0.613714,0.002347,0.098674,0.002348,0.111882,0.002531,0.039296,0.000677,0.251836,0.000777,0.042272,0.000870,0.099543,0.000937,0.123030,0.002613,0.102378,0.001990,0.087500,0.043922,0.000000,0.000000,0.062263,0.031267,0.021789,0.036052,160
0.100000,conformal_visual_abstention,2,0.647247,0.006433,0.664459,0.009761,0.613812,0.002383,0.098727,0.002330,0.112051,0.002555,0.039563,0.000648,0.251733,0.000811,0.042347,0.000829,0.099487,0.000943,0.123096,0.002580,0.102609,0.001961,0.081250,0.042469,0.000000,0.000000,0.057574,0.030106,0.016313,0.034676,160
0.100000,conformal_visual_abstention,3,0.647713,0.006226,0.664655,0.009492,0.613851,0.002327,0.098990,0.002366,0.111900,0.002539,0.039676,0.000647,0.251737,0.000828,0.042643,0.000805,0.099494,0.000922,0.123239,0.002532,0.102821,0.001947,0.093750,0.045307,0.000000,0.000000,0.066018,0.031921,0.026028,0.036760,160
0.100000,conformal_visual_abstention,4,0.647337,0.006461,0.664055,0.009819,0.613693,0.002434,0.099267,0.002399,0.112107,0.002549,0.039595,0.000656,0.251819,0.000802,0.042349,0.000818,0.099555,0.000926,0.123273,0.002603,0.102899,0.001988,0.087500,0.043922,0.000000,0.000000,0.062062,0.031172,0.021437,0.035879,160
0.100000,conformal_visual_abstention,5,0.648471,0.006353,0.665491,0.009676,0.614459,0.002380,0.099145,0.002353,0.111926,0.002567,0.039652,0.000638,0.251789,0.000820,0.042630,0.000845,0.099699,0.000951,0.123107,0.002584,0.102885,0.001959,0.093750,0.045307,0.000000,0.000000,0.066498,0.032152,0.026581,0.037027,160
0.100000,conformal_visual_abstention,6,0.647771,0.006361,0.665272,0.009732,0.613635,0.002432,0.098373,0.002356,0.112119,0.002540,0.039334,0.000649,0.252127,0.000762,0.042080,0.000818,0.099460,0.000911,0.122806,0.002549,0.102274,0.001979,0.093750,0.045307,0.000000,0.000000,0.066800,0.032299,0.026890,0.037178,160
0.100000,conformal_visual_abstention,7,0.647735,0.006156,0.664667,0.009516,0.613549,0.002333,0.098867,0.002403,0.112217,0.002480,0.039526,0.000648,0.251844,0.000801,0.042463,0.000844,0.099648,0.000948,0.123080,0.002594,0.102712,0.001973,0.087500,0.043922,0.000000,0.000000,0.061970,0.031123,0.021348,0.035833,160
0.100000,conformal_visual_abstention,8,0.647699,0.006255,0.664995,0.009535,0.613855,0.002411,0.098714,0.002357,0.112234,0.002541,0.039182,0.000615,0.252063,0.000743,0.042425,0.000818,0.099527,0.000935,0.122880,0.002540,0.102436,0.001941,0.062500,0.037626,0.000000,0.000000,0.044455,0.026771,0.001340,0.030920,160
0.100000,conformal_visual_abstention,9,0.649220,0.006398,0.666880,0.009773,0.614287,0.002443,0.098654,0.002360,0.111788,0.002544,0.039361,0.000676,0.251644,0.000789,0.042139,0.000870,0.099726,0.000960,0.122814,0.002637,0.102362,0.001998,0.100000,0.046631,0.000000,0.000000,0.070717,0.032987,0.031476,0.038007,160
0.100000,ensemble_risk_gate,0,0.659171,0.006929,0.646407,0.010615,0.583992,0.002460,0.124415,0.002775,0.112987,0.002542,0.046099,0.000653,0.228351,0.000784,0.059443,0.000806,0.061824,0.000808,0.121902,0.002567,0.122014,0.002152,0.106250,0.047899,0.062500,0.037626,0.077197,0.034816,0.035676,0.038639,160
0.100000,ensemble_risk_gate,1,0.659475,0.007059,0.646640,0.010675,0.585014,0.002438,0.124707,0.002670,0.113060,0.002553,0.046417,0.000651,0.228029,0.000783,0.059746,0.000844,0.061986,0.000814,0.122303,0.002567,0.122408,0.002123,0.093750,0.045307,0.050000,0.033877,0.068199,0.032974,0.025619,0.036564,160
0.100000,ensemble_risk_gate,2,0.657675,0.007084,0.644850,0.010760,0.584336,0.002403,0.124587,0.002731,0.112686,0.002571,0.046244,0.000709,0.228433,0.000761,0.059629,0.000829,0.061799,0.000767,0.122109,0.002615,0.122148,0.002190,0.106250,0.047899,0.056250,0.035814,0.076482,0.034499,0.034856,0.038280,160
0.100000,ensemble_risk_gate,3,0.658371,0.007086,0.645114,0.010797,0.584054,0.002411,0.124663,0.002777,0.112664,0.002609,0.046666,0.000690,0.228512,0.000785,0.059857,0.000813,0.061744,0.000780,0.122219,0.002628,0.122465,0.002201,0.100000,0.046631,0.056250,0.035814,0.072703,0.033920,0.030595,0.037604,160
0.100000,ensemble_risk_gate,4,0.660423,0.007096,0.647677,0.010786,0.584636,0.002393,0.124611,0.002705,0.112815,0.002546,0.046252,0.000706,0.228253,0.000814,0.059614,0.000858,0.061893,0.000826,0.122214,0.002597,0.122189,0.002170,0.106250,0.047899,0.043750,0.031793,0.077630,0.035011,0.036078,0.038825,160
0.100000,ensemble_risk_gate,5,0.658574,0.006884,0.645277,0.010471,0.583799,0.002407,0.125126,0.002666,0.112859,0.002552,0.046097,0.000629,0.228140,0.000829,0.059581,0.000858,0.061611,0.000817,0.122088,0.002552,0.122350,0.002107,0.100000,0.046631,0.062500,0.037626,0.072330,0.033739,0.030095,0.037364,160
0.100000,ensemble_risk_gate,6,0.658779,0.006930,0.645730,0.010593,0.584404,0.002355,0.124858,0.002734,0.112708,0.002592,0.046315,0.000684,0.228264,0.000787,0.059801,0.000826,0.061744,0.000822,0.122276,0.002632,0.122355,0.002185,0.106250,0.047899,0.050000,0.033877,0.076847,0.034671,0.035320,0.038496,160
0.100000,ensemble_risk_gate,7,0.657885,0.007109,0.645406,0.010798,0.584571,0.002454,0.124470,0.002696,0.112832,0.002536,0.045951,0.000679,0.228013,0.000810,0.059756,0.000852,0.061564,0.000815,0.121871,0.002588,0.121976,0.002157,0.106250,0.047899,0.056250,0.035814,0.077046,0.034752,0.035458,0.038548,160
0.100000,ensemble_risk_gate,8,0.657572,0.007003,0.644413,0.010710,0.584608,0.002448,0.124745,0.002727,0.113176,0.002515,0.046512,0.000690,0.228427,0.000786,0.059821,0.000849,0.061603,0.000801,0.122321,0.002630,0.122521,0.002178,0.093750,0.045307,0.043750,0.031793,0.068158,0.032956,0.025671,0.036591,160
0.100000,ensemble_risk_gate,9,0.659147,0.007073,0.645959,0.010794,0.584183,0.002341,0.124959,0.002760,0.112896,0.002557,0.046445,0.000707,0.228115,0.000826,0.059359,0.000841,0.061837,0.000827,0.122369,0.002630,0.122440,0.002200,0.100000,0.046631,0.050000,0.033877,0.072646,0.033889,0.030489,0.037550,160
0.100000,foundation_policy_only,0,0.586546,0.013265,0.222222,0.019436,0.209082,0.002394,0.348502,0.005713,0.216355,0.002592,0.112150,0.000927,0.124010,0.000867,0.140226,0.000929,0.002774,0.000332,0.265426,0.003526,0.305167,0.003783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.100000,foundation_policy_only,1,0.587999,0.013145,0.223157,0.019227,0.208533,0.002390,0.348910,0.005653,0.216528,0.002575,0.112231,0.000882,0.123516,0.000910,0.140435,0.000927,0.002556,0.000330,0.265813,0.003437,0.305486,0.003717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.100000,foundation_policy_only,2,0.586711,0.013255,0.221934,0.019333,0.209317,0.002426,0.348904,0.005640,0.216712,0.002630,0.112525,0.000916,0.123745,0.000852,0.140198,0.000902,0.002778,0.000321,0.265790,0.003443,0.305651,0.003727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.100000,foundation_policy_only,3,0.587656,0.013311,0.222695,0.019469,0.208836,0.002427,0.349141,0.005709,0.216591,0.002639,0.112066,0.000922,0.123743,0.000879,0.140661,0.000908,0.002895,0.000330,0.265847,0.003498,0.305555,0.003771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.100000,foundation_policy_only,4,0.586901,0.013274,0.221872,0.019364,0.208458,0.002392,0.348884,0.005640,0.216502,0.002610,0.112269,0.000905,0.124021,0.000862,0.140670,0.000877,0.002753,0.000354,0.265747,0.003449,0.305531,0.003727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.100000,foundation_policy_only,5,0.588655,0.013110,0.224338,0.019219,0.209390,0.002458,0.348607,0.005642,0.216411,0.002593,0.112265,0.000937,0.123440,0.000880,0.140436,0.000932,0.002914,0.000321,0.265418,0.003482,0.305334,0.003743,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.100000,foundation_policy_only,6,0.586546,0.013249,0.221953,0.019375,0.208697,0.002472,0.348734,0.005683,0.216787,0.002643,0.111909,0.000879,0.123641,0.000873,0.140378,0.000909,0.002928,0.000330,0.265599,0.003486,0.305261,0.003743,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.100000,foundation_policy_only,7,0.586417,0.013397,0.221945,0.019528,0.208393,0.002421,0.348643,0.005671,0.216511,0.002599,0.111836,0.000918,0.123557,0.000877,0.140342,0.000880,0.002645,0.000336,0.265363,0.003459,0.305108,0.003747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.100000,foundation_policy_only,8,0.587072,0.013309,0.222195,0.019385,0.208516,0.002334,0.348872,0.005681,0.216339,0.002603,0.112364,0.000875,0.123494,0.000895,0.140549,0.000890,0.002882,0.000326,0.265744,0.003418,0.305523,0.003717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.100000,foundation_policy_only,9,0.586339,0.013148,0.221826,0.019303,0.209815,0.002405,0.348678,0.005701,0.216551,0.002646,0.112392,0.000917,0.123875,0.000891,0.140904,0.000907,0.002631,0.000329,0.265648,0.003493,0.305557,0.003771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.050000,0.000000,160
0.100000,oracle_visual_servo_foundation_arbiter,0,0.923902,0.004633,1.145440,0.006703,0.817014,0.002419,0.011379,0.001364,0.042960,0.002486,0.001499,0.000365,0.149995,0.000740,0.008330,0.000766,0.050323,0.001134,0.059668,0.002199,0.017282,0.001317,1.000000,0.000000,0.000000,0.000000,0.923902,0.004633,1.145440,0.006703,160
0.100000,oracle_visual_servo_foundation_arbiter,1,0.921791,0.004636,1.143130,0.006712,0.816659,0.002402,0.010922,0.001364,0.043618,0.002537,0.001749,0.000370,0.150125,0.000800,0.008603,0.000791,0.050511,0.001124,0.059903,0.002244,0.017402,0.001341,0.993750,0.012250,0.000000,0.000000,0.916478,0.012180,1.136438,0.016021,160
0.100000,oracle_visual_servo_foundation_arbiter,2,0.922835,0.004633,1.143700,0.006716,0.817034,0.002418,0.011715,0.001375,0.043255,0.002511,0.001841,0.000406,0.150458,0.000781,0.008625,0.000798,0.050465,0.001129,0.060287,0.002211,0.017759,0.001355,0.993750,0.012250,0.000000,0.000000,0.917464,0.012197,1.136947,0.016039,160
0.100000,oracle_visual_servo_foundation_arbiter,3,0.920977,0.004697,1.141830,0.006698,0.816708,0.002451,0.011615,0.001361,0.043532,0.002517,0.001726,0.000393,0.150003,0.000762,0.008864,0.000766,0.050310,0.001134,0.059885,0.002212,0.017749,0.001340,1.000000,0.000000,0.000000,0.000000,0.920977,0.004697,1.141830,0.006698,160
0.100000,oracle_visual_servo_foundation_arbiter,4,0.921170,0.004690,1.142323,0.006679,0.816647,0.002445,0.011500,0.001323,0.042975,0.002476,0.001706,0.000353,0.149966,0.000724,0.008547,0.000811,0.050545,0.001156,0.059916,0.002157,0.017502,0.001289,1.000000,0.000000,0.000000,0.000000,0.921170,0.004690,1.142323,0.006679,160
0.100000,oracle_visual_servo_foundation_arbiter,5,0.922903,0.004583,1.144059,0.006672,0.816762,0.002379,0.011452,0.001328,0.043428,0.002540,0.001592,0.000355,0.150206,0.000737,0.008387,0.000792,0.050443,0.001160,0.059707,0.002215,0.017484,0.001324,1.000000,0.000000,0.000000,0.000000,0.922903,0.004583,1.144059,0.006672,160
0.100000,oracle_visual_servo_foundation_arbiter,6,0.921575,0.004685,1.142896,0.006709,0.817050,0.002346,0.011402,0.001336,0.043261,0.002568,0.001589,0.000357,0.150212,0.000769,0.008568,0.000788,0.050002,0.001125,0.059953,0.002199,0.017454,0.001322,0.993750,0.012250,0.000000,0.000000,0.916265,0.012196,1.136206,0.016017,160
0.100000,oracle_visual_servo_foundation_arbiter,7,0.923273,0.004759,1.144492,0.006732,0.816615,0.002414,0.011213,0.001386,0.043522,0.002507,0.001667,0.000364,0.149924,0.000739,0.008620,0.000777,0.050423,0.001149,0.060042,0.002213,0.017476,0.001333,1.000000,0.000000,0.000000,0.000000,0.923273,0.004759,1.144492,0.006732,160
0.100000,oracle_visual_servo_foundation_arbiter,8,0.921151,0.004708,1.142052,0.006752,0.816576,0.002445,0.011677,0.001329,0.043230,0.002548,0.001689,0.000365,0.150185,0.000770,0.008549,0.000829,0.050371,0.001166,0.060081,0.002228,0.017634,0.001338,0.993750,0.012250,0.000000,0.000000,0.915785,0.012207,1.135292,0.016038,160
0.100000,oracle_visual_servo_foundation_arbiter,9,0.923936,0.004660,1.144973,0.006621,0.816462,0.002361,0.011331,0.001358,0.043604,0.002501,0.001624,0.000379,0.150366,0.000769,0.008441,0.000821,0.050376,0.001152,0.059850,0.002176,0.017493,0.001310,1.000000,0.000000,0.000000,0.000000,0.923936,0.004660,1.144973,0.006621,160
0.100000,proposed_servo_foundation_arbiter_v4,0,0.768658,0.005922,0.851458,0.009075,0.678269,0.002437,0.076582,0.002203,0.081071,0.002522,0.026747,0.000627,0.206753,0.000771,0.040590,0.000846,0.057337,0.000905,0.091405,0.002477,0.077414,0.001878,0.687500,0.072047,0.000000,0.000000,0.540352,0.056754,0.589841,0.067267,160
0.100000,proposed_servo_foundation_arbiter_v4,1,0.769806,0.006051,0.852681,0.009156,0.678122,0.002415,0.076761,0.002222,0.080765,0.002526,0.026600,0.000616,0.206380,0.000791,0.040479,0.000820,0.057451,0.000921,0.091403,0.002447,0.077327,0.001873,0.693750,0.071647,0.000000,0.000000,0.545978,0.056515,0.596206,0.066952,160
0.100000,proposed_servo_foundation_arbiter_v4,2,0.769343,0.006100,0.851952,0.009290,0.678054,0.002364,0.076927,0.002191,0.080796,0.002577,0.026767,0.000668,0.206584,0.000777,0.040437,0.000850,0.057329,0.000921,0.091559,0.002491,0.077503,0.001917,0.693750,0.071647,0.000000,0.000000,0.546176,0.056527,0.596406,0.066961,160
0.100000,proposed_servo_foundation_arbiter_v4,3,0.770126,0.006278,0.852929,0.009389,0.678382,0.002359,0.076779,0.002188,0.080592,0.002571,0.026773,0.000631,0.206555,0.000801,0.040814,0.000842,0.057269,0.000927,0.091348,0.002484,0.077459,0.001888,0.681250,0.072433,0.000000,0.000000,0.536779,0.057213,0.585594,0.067801,160
0.100000,proposed_servo_foundation_arbiter_v4,4,0.768604,0.006255,0.850833,0.009423,0.677751,0.002353,0.077328,0.002244,0.080941,0.002535,0.026500,0.000632,0.206884,0.000793,0.040537,0.000827,0.057230,0.000913,0.091730,0.002484,0.077591,0.001910,0.693750,0.071647,0.000000,0.000000,0.545382,0.056464,0.595249,0.066867,160
0.100000,proposed_servo_foundation_arbiter_v4,5,0.768297,0.006133,0.851615,0.009287,0.678029,0.002382,0.076504,0.002196,0.080704,0.002556,0.026264,0.000607,0.206317,0.000756,0.040221,0.000808,0.057121,0.000900,0.091100,0.002447,0.076950,0.001883,0.718750,0.069886,0.000000,0.000000,0.564355,0.055010,0.617965,0.065178,160
0.100000,proposed_servo_foundation_arbiter_v4,6,0.769578,0.006085,0.852337,0.009226,0.678189,0.002487,0.076645,0.002166,0.081639,0.002577,0.026461,0.000643,0.206977,0.000770,0.040289,0.000802,0.057066,0.000890,0.091515,0.002476,0.077350,0.001887,0.700000,0.071231,0.000000,0.000000,0.550492,0.056154,0.601475,0.066514,160
0.100000,proposed_servo_foundation_arbiter_v4,7,0.769416,0.006061,0.851849,0.009232,0.678215,0.002444,0.077341,0.002215,0.080925,0.002534,0.026366,0.000624,0.206665,0.000784,0.040770,0.000847,0.057344,0.000946,0.091755,0.002461,0.077558,0.001865,0.675000,0.072803,0.000000,0.000000,0.531595,0.057460,0.579455,0.068093,160
0.100000,proposed_servo_foundation_arbiter_v4,8,0.769510,0.006007,0.852598,0.009149,0.678508,0.002381,0.076713,0.002180,0.081095,0.002584,0.026256,0.000651,0.206582,0.000788,0.040494,0.000857,0.057370,0.000936,0.091117,0.002476,0.077180,0.001891,0.737500,0.068392,0.000000,0.000000,0.578825,0.053823,0.634569,0.063731,160
0.100000,proposed_servo_foundation_arbiter_v4,9,0.768776,0.005966,0.851492,0.009088,0.678388,0.002408,0.077127,0.002155,0.081116,0.002523,0.026217,0.000659,0.206747,0.000798,0.040578,0.000856,0.057132,0.000940,0.091439,0.002439,0.077376,0.001878,0.712500,0.070351,0.000000,0.000000,0.559284,0.055357,0.611602,0.065554,160
0.100000,robust_mpc_handoff,0,0.660683,0.006474,0.668394,0.009893,0.616699,0.002406,0.106986,0.002437,0.103997,0.002508,0.039812,0.000648,0.276847,0.000806,0.055692,0.000809,0.070665,0.000883,0.116713,0.002519,0.107348,0.002004,0.156250,0.056438,0.000000,0.000000,0.111594,0.040328,0.076022,0.045549,160
0.100000,robust_mpc_handoff,1,0.662378,0.006386,0.669780,0.009893,0.616313,0.002440,0.107307,0.002443,0.103934,0.002538,0.039547,0.000696,0.277048,0.000792,0.055898,0.000875,0.070776,0.000865,0.116926,0.002560,0.107372,0.002050,0.150000,0.055503,0.000000,0.000000,0.107378,0.039752,0.071362,0.044936,160
0.100000,robust_mpc_handoff,2,0.660687,0.006558,0.668495,0.010056,0.617006,0.002475,0.107237,0.002468,0.103802,0.002548,0.039555,0.000661,0.276907,0.000836,0.055691,0.000865,0.070634,0.000859,0.116748,0.002578,0.107277,0.002046,0.181250,0.059879,0.000000,0.000000,0.128873,0.042606,0.095593,0.048141,160
0.100000,robust_mpc_handoff,3,0.662197,0.006378,0.670153,0.009824,0.616464,0.002393,0.107026,0.002443,0.104057,0.002548,0.039271,0.000685,0.276698,0.000844,0.055455,0.000789,0.070623,0.000887,0.116316,0.002553,0.107024,0.002030,0.175000,0.059061,0.000000,0.000000,0.125219,0.042281,0.091455,0.047771,160
0.100000,robust_mpc_handoff,4,0.661739,0.006292,0.669202,0.009763,0.616866,0.002502,0.107551,0.002506,0.104231,0.002515,0.039484,0.000656,0.276797,0.000799,0.055683,0.000834,0.070725,0.000877,0.116964,0.002565,0.107479,0.002019,0.168750,0.058216,0.000000,0.000000,0.120137,0.041472,0.085879,0.046909,160
0.100000,robust_mpc_handoff,5,0.661338,0.006484,0.668892,0.009908,0.616658,0.002408,0.107010,0.002420,0.104020,0.002574,0.039857,0.000682,0.276977,0.000749,0.055948,0.000865,0.070803,0.000897,0.116807,0.002560,0.107437,0.002026,0.162500,0.057342,0.000000,0.000000,0.116738,0.041217,0.081809,0.046544,160
0.100000,robust_mpc_handoff,6,0.660830,0.006424,0.668506,0.009855,0.616830,0.002418,0.107300,0.002447,0.103940,0.002532,0.039494,0.000671,0.276761,0.000785,0.055873,0.000834,0.070695,0.000911,0.116635,0.002597,0.107334,0.002018,0.181250,0.059879,0.000000,0.000000,0.128534,0.042483,0.094997,0.047929,160
0.100000,robust_mpc_handoff,7,0.661168,0.006398,0.668901,0.009835,0.616005,0.002435,0.106807,0.002378,0.103958,0.002564,0.039611,0.000672,0.276803,0.000816,0.055677,0.000835,0.070730,0.000885,0.116576,0.002522,0.107134,0.001997,0.162500,0.057342,0.000000,0.000000,0.116170,0.041014,0.081325,0.046372,160
0.100000,robust_mpc_handoff,8,0.661056,0.006427,0.668854,0.009892,0.616615,0.002403,0.106933,0.002490,0.103753,0.002571,0.039480,0.000658,0.277049,0.000794,0.056140,0.000860,0.070942,0.000882,0.116571,0.002541,0.107157,0.002026,0.156250,0.056438,0.000000,0.000000,0.111612,0.040338,0.076259,0.045638,160
0.100000,robust_mpc_handoff,9,0.661588,0.006459,0.669126,0.009895,0.616772,0.002414,0.107493,0.002430,0.104189,0.002580,0.039333,0.000681,0.276836,0.000763,0.055761,0.000813,0.070727,0.000872,0.116718,0.002553,0.107369,0.002031,0.187500,0.060669,0.000000,0.000000,0.132968,0.043060,0.100101,0.048612,160
0.100000,stability_calibrated_servo_foundation_arbiter_v5,0,0.824154,0.005423,0.975903,0.008221,0.748364,0.002469,0.043035,0.001851,0.061497,0.002502,0.013329,0.000622,0.186359,0.000794,0.022980,0.000879,0.065184,0.001070,0.074725,0.002479,0.046054,0.001715,0.943750,0.035814,0.000000,0.000000,0.781264,0.030034,0.924106,0.037644,160
0.100000,stability_calibrated_servo_foundation_arbiter_v5,1,0.824413,0.005380,0.976094,0.008091,0.748159,0.002407,0.042944,0.001824,0.061520,0.002582,0.013388,0.000582,0.186595,0.000717,0.022918,0.000829,0.065143,0.001054,0.074597,0.002420,0.046038,0.001685,0.943750,0.035814,0.000000,0.000000,0.781279,0.030041,0.923960,0.037635,160
0.100000,stability_calibrated_servo_foundation_arbiter_v5,2,0.823688,0.005355,0.975573,0.008064,0.748801,0.002366,0.042879,0.001857,0.061546,0.002516,0.013587,0.000626,0.186331,0.000791,0.022982,0.000826,0.064939,0.001076,0.074800,0.002487,0.046140,0.001708,0.950000,0.033877,0.000000,0.000000,0.785432,0.028427,0.929344,0.035647,160
0.100000,stability_calibrated_servo_foundation_arbiter_v5,3,0.823212,0.005398,0.974538,0.008096,0.748641,0.002422,0.043384,0.001799,0.061442,0.002488,0.013692,0.000590,0.186668,0.000791,0.023139,0.000848,0.064956,0.001035,0.074927,0.002383,0.046448,0.001662,0.956250,0.031793,0.000000,0.000000,0.789750,0.026726,0.934293,0.033520,160
0.100000,stability_calibrated_servo_foundation_arbiter_v5,4,0.823507,0.005279,0.974967,0.007991,0.748645,0.002384,0.043342,0.001807,0.061599,0.002600,0.013348,0.000619,0.186774,0.000762,0.023145,0.000847,0.065140,0.001058,0.074931,0.002494,0.046264,0.001713,0.925000,0.040941,0.000000,0.000000,0.765522,0.034205,0.904900,0.042811,160
0.100000,stability_calibrated_servo_foundation_arbiter_v5,5,0.823676,0.005663,0.974967,0.008345,0.748850,0.002395,0.043723,0.001841,0.061563,0.002491,0.013528,0.000626,0.186355,0.000762,0.022939,0.000838,0.065235,0.001058,0.074973,0.002459,0.046506,0.001703,0.950000,0.033877,0.000000,0.000000,0.785032,0.028488,0.928343,0.035704,160
