method,split,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,mean_abstention_rate,ci95_abstention_rate,mean_predicted_risk,ci95_predicted_risk,mean_realized_risk,ci95_realized_risk,n
learned_residual_servoing,heldout_object,2,0.712597,0.002804,0.739842,0.004197,0.631054,0.001070,0.110434,0.001006,0.090057,0.001176,0.036513,0.000311,0.223107,0.000317,0.056842,0.000349,0.052102,0.000342,0.102594,0.001001,0.104230,0.000854,640
learned_residual_servoing,heldout_object,3,0.711801,0.002829,0.738782,0.004234,0.630848,0.001075,0.110640,0.001001,0.090066,0.001185,0.036602,0.000310,0.223042,0.000328,0.056837,0.000351,0.052221,0.000344,0.102830,0.001006,0.104381,0.000857,640
learned_residual_servoing,heldout_object,4,0.712012,0.002848,0.739009,0.004245,0.630854,0.001074,0.110625,0.001008,0.089911,0.001173,0.036670,0.000308,0.223042,0.000318,0.056887,0.000334,0.052109,0.000341,0.102833,0.001004,0.104389,0.000852,640
learned_residual_servoing,heldout_object,5,0.712296,0.002887,0.739478,0.004292,0.630751,0.001078,0.110512,0.001010,0.089950,0.001184,0.036481,0.000318,0.223033,0.000320,0.056693,0.000333,0.052092,0.000340,0.102658,0.001006,0.104198,0.000860,640
learned_residual_servoing,heldout_object,6,0.712609,0.002871,0.739718,0.004253,0.630908,0.001073,0.110607,0.001002,0.090043,0.001181,0.036427,0.000315,0.222992,0.000321,0.056975,0.000338,0.052067,0.000345,0.102819,0.001001,0.104284,0.000856,640
learned_residual_servoing,heldout_object,7,0.711785,0.002807,0.738958,0.004215,0.630760,0.001083,0.110553,0.000999,0.089885,0.001191,0.036473,0.000324,0.223033,0.000320,0.056689,0.000349,0.052174,0.000348,0.102726,0.001013,0.104198,0.000866,640
learned_residual_servoing,heldout_object,8,0.711813,0.002778,0.738940,0.004175,0.630851,0.001071,0.110592,0.001008,0.090050,0.001172,0.036439,0.000311,0.223024,0.000319,0.056804,0.000338,0.052074,0.000340,0.102627,0.001000,0.104254,0.000856,640
learned_residual_servoing,heldout_object,9,0.712429,0.002856,0.739632,0.004253,0.630820,0.001071,0.110541,0.000994,0.089902,0.001183,0.036446,0.000319,0.223080,0.000326,0.056696,0.000338,0.052124,0.000342,0.102655,0.001003,0.104182,0.000858,640
model_predictive_servoing,clean_deployment,0,0.692497,0.002502,0.734145,0.003802,0.647956,0.001082,0.085876,0.000923,0.085958,0.001172,0.033325,0.000320,0.294295,0.000315,0.046634,0.000335,0.061018,0.000376,0.096042,0.001004,0.087854,0.000820,640
model_predictive_servoing,clean_deployment,1,0.692804,0.002462,0.734435,0.003747,0.647981,0.001062,0.085883,0.000915,0.085975,0.001180,0.033319,0.000305,0.294360,0.000318,0.046638,0.000334,0.061076,0.000370,0.096016,0.000999,0.087858,0.000810,640
model_predictive_servoing,clean_deployment,2,0.693122,0.002471,0.734784,0.003759,0.647761,0.001098,0.085756,0.000918,0.086017,0.001192,0.033294,0.000301,0.294439,0.000315,0.046553,0.000334,0.060990,0.000369,0.095971,0.000987,0.087777,0.000810,640
model_predictive_servoing,clean_deployment,3,0.692401,0.002473,0.734180,0.003767,0.648002,0.001089,0.085766,0.000911,0.085887,0.001185,0.033343,0.000307,0.294435,0.000322,0.046401,0.000334,0.061081,0.000369,0.095986,0.000993,0.087754,0.000805,640
model_predictive_servoing,clean_deployment,4,0.693042,0.002447,0.734833,0.003734,0.648086,0.001071,0.085837,0.000923,0.085899,0.001180,0.033256,0.000306,0.294197,0.000310,0.046623,0.000337,0.061086,0.000369,0.096044,0.001000,0.087780,0.000812,640
model_predictive_servoing,clean_deployment,5,0.692880,0.002417,0.734794,0.003710,0.648226,0.001067,0.085723,0.000916,0.085816,0.001177,0.033309,0.000300,0.294205,0.000315,0.046643,0.000340,0.061041,0.000373,0.096000,0.000987,0.087742,0.000804,640
model_predictive_servoing,clean_deployment,6,0.692834,0.002463,0.734553,0.003754,0.648168,0.001081,0.085744,0.000917,0.086092,0.001177,0.033392,0.000304,0.294426,0.000317,0.046619,0.000337,0.061076,0.000369,0.095972,0.000989,0.087856,0.000808,640
model_predictive_servoing,clean_deployment,7,0.691957,0.002503,0.733662,0.003810,0.648215,0.001078,0.085811,0.000923,0.085893,0.001180,0.033498,0.000312,0.294384,0.000313,0.046570,0.000343,0.061102,0.000368,0.096124,0.001003,0.087897,0.000821,640
model_predictive_servoing,clean_deployment,8,0.692724,0.002462,0.734487,0.003757,0.648035,0.001062,0.085700,0.000917,0.085873,0.001187,0.033380,0.000314,0.294508,0.000315,0.046594,0.000343,0.061071,0.000369,0.095948,0.000993,0.087775,0.000816,640
model_predictive_servoing,clean_deployment,9,0.692641,0.002435,0.734265,0.003738,0.648057,0.001076,0.085791,0.000933,0.085955,0.001175,0.033533,0.000319,0.294358,0.000308,0.046617,0.000338,0.061099,0.000368,0.096136,0.001010,0.087930,0.000829,640
model_predictive_servoing,combined_stress,0,0.642743,0.002895,0.650082,0.004271,0.628750,0.001083,0.109841,0.000923,0.102052,0.001181,0.036200,0.000320,0.302257,0.000324,0.055063,0.000336,0.068140,0.000378,0.119683,0.001006,0.106082,0.000821,640
model_predictive_servoing,combined_stress,1,0.643581,0.002892,0.650952,0.004271,0.628680,0.001068,0.109895,0.000912,0.102089,0.001181,0.036086,0.000314,0.302277,0.000313,0.054844,0.000340,0.068166,0.000372,0.119639,0.001004,0.106011,0.000817,640
model_predictive_servoing,combined_stress,2,0.643120,0.002883,0.650334,0.004257,0.628797,0.001082,0.109959,0.000927,0.102298,0.001182,0.036247,0.000314,0.302026,0.000314,0.055075,0.000330,0.068200,0.000373,0.119849,0.001003,0.106223,0.000820,640
model_predictive_servoing,combined_stress,3,0.642685,0.002971,0.649963,0.004342,0.628821,0.001076,0.109942,0.000894,0.102135,0.001187,0.036200,0.000315,0.302228,0.000334,0.055042,0.000333,0.068122,0.000371,0.119684,0.000990,0.106145,0.000806,640
model_predictive_servoing,combined_stress,4,0.643017,0.002898,0.650293,0.004297,0.628727,0.001077,0.109871,0.000935,0.102142,0.001186,0.036244,0.000326,0.302182,0.000319,0.055070,0.000341,0.068117,0.000374,0.119770,0.001022,0.106143,0.000834,640
model_predictive_servoing,combined_stress,5,0.642517,0.002914,0.649855,0.004310,0.628918,0.001066,0.109915,0.000919,0.102048,0.001177,0.036187,0.000326,0.302202,0.000331,0.055143,0.000354,0.068194,0.000373,0.119685,0.001010,0.106124,0.000827,640
model_predictive_servoing,combined_stress,6,0.642735,0.002905,0.650027,0.004290,0.628805,0.001069,0.109841,0.000919,0.102143,0.001189,0.036274,0.000323,0.302252,0.000329,0.055070,0.000342,0.068181,0.000371,0.119810,0.001008,0.106146,0.000824,640
model_predictive_servoing,combined_stress,7,0.642888,0.002892,0.650394,0.004259,0.629069,0.001077,0.109903,0.000914,0.101994,0.001181,0.036113,0.000320,0.302189,0.000318,0.054957,0.000347,0.068071,0.000365,0.119593,0.001003,0.106030,0.000817,640
model_predictive_servoing,combined_stress,8,0.643255,0.002935,0.650487,0.004308,0.628928,0.001055,0.110015,0.000904,0.102106,0.001197,0.036222,0.000321,0.302212,0.000329,0.055155,0.000333,0.068123,0.000372,0.119818,0.001002,0.106207,0.000816,640
model_predictive_servoing,combined_stress,9,0.642155,0.002915,0.649705,0.004283,0.629068,0.001060,0.109800,0.000912,0.101974,0.001182,0.036185,0.000308,0.302191,0.000325,0.054963,0.000331,0.068058,0.000367,0.119684,0.000997,0.106019,0.000808,640
model_predictive_servoing,heldout_camera,0,0.666695,0.002654,0.690330,0.003988,0.637961,0.001066,0.098615,0.000915,0.094245,0.001188,0.034732,0.000306,0.298551,0.000310,0.051026,0.000327,0.064841,0.000373,0.108413,0.000994,0.097399,0.000811,640
model_predictive_servoing,heldout_camera,1,0.666445,0.002637,0.690007,0.003977,0.637853,0.001072,0.098513,0.000929,0.094447,0.001194,0.034907,0.000306,0.298588,0.000317,0.050849,0.000338,0.064839,0.000375,0.108539,0.001003,0.097463,0.000817,640
model_predictive_servoing,heldout_camera,2,0.666160,0.002662,0.689611,0.004006,0.637825,0.001089,0.098583,0.000929,0.094495,0.001178,0.034941,0.000311,0.298468,0.000319,0.051022,0.000332,0.064855,0.000376,0.108553,0.001005,0.097559,0.000815,640
model_predictive_servoing,heldout_camera,3,0.666979,0.002654,0.690590,0.003983,0.637932,0.001080,0.098475,0.000913,0.094392,0.001178,0.034860,0.000305,0.298539,0.000325,0.051100,0.000330,0.064762,0.000375,0.108530,0.000987,0.097451,0.000805,640
model_predictive_servoing,heldout_camera,4,0.666824,0.002694,0.690588,0.004038,0.637945,0.001071,0.098469,0.000915,0.094390,0.001177,0.034723,0.000313,0.298407,0.000321,0.050906,0.000348,0.064759,0.000364,0.108349,0.000991,0.097334,0.000813,640
model_predictive_servoing,heldout_camera,5,0.666601,0.002679,0.690163,0.004044,0.637947,0.001079,0.098513,0.000927,0.094354,0.001178,0.034978,0.000310,0.298456,0.000322,0.051063,0.000338,0.064753,0.000367,0.108643,0.000998,0.097523,0.000820,640
model_predictive_servoing,heldout_camera,6,0.666387,0.002672,0.690122,0.004018,0.638208,0.001088,0.098415,0.000920,0.094440,0.001180,0.034821,0.000315,0.298588,0.000310,0.051115,0.000342,0.064889,0.000370,0.108501,0.001001,0.097413,0.000817,640
model_predictive_servoing,heldout_camera,7,0.667215,0.002686,0.691017,0.004021,0.638029,0.001057,0.098475,0.000914,0.094340,0.001183,0.034718,0.000310,0.298420,0.000326,0.050895,0.000338,0.064820,0.000375,0.108262,0.000989,0.097320,0.000811,640
model_predictive_servoing,heldout_camera,8,0.667302,0.002661,0.691021,0.004007,0.638000,0.001079,0.098345,0.000919,0.094390,0.001184,0.034909,0.000310,0.298502,0.000320,0.051059,0.000339,0.064827,0.000370,0.108372,0.001002,0.097409,0.000814,640
model_predictive_servoing,heldout_camera,9,0.666251,0.002710,0.689922,0.004045,0.638100,0.001068,0.098488,0.000896,0.094513,0.001190,0.034818,0.000319,0.298478,0.000317,0.050994,0.000340,0.064980,0.000365,0.108447,0.000996,0.097441,0.000810,640
model_predictive_servoing,heldout_object,0,0.679506,0.002582,0.711850,0.003908,0.642918,0.001088,0.092343,0.000918,0.090327,0.001193,0.034194,0.000311,0.296494,0.000317,0.048983,0.000337,0.063110,0.000374,0.102536,0.001001,0.092846,0.000816,640
model_predictive_servoing,heldout_object,1,0.680169,0.002569,0.712631,0.003887,0.642948,0.001049,0.092349,0.000917,0.090241,0.001175,0.034141,0.000313,0.296508,0.000323,0.048768,0.000343,0.062932,0.000368,0.102407,0.000999,0.092760,0.000814,640
model_predictive_servoing,heldout_object,2,0.679376,0.002636,0.711663,0.003951,0.642678,0.001083,0.092440,0.000907,0.090444,0.001191,0.034068,0.000315,0.296332,0.000313,0.048880,0.000337,0.063016,0.000378,0.102547,0.000990,0.092826,0.000812,640
model_predictive_servoing,heldout_object,3,0.679101,0.002598,0.711373,0.003926,0.642751,0.001071,0.092424,0.000916,0.090356,0.001179,0.034187,0.000313,0.296490,0.000326,0.048809,0.000341,0.063010,0.000374,0.102492,0.000996,0.092856,0.000816,640
model_predictive_servoing,heldout_object,4,0.679745,0.002571,0.712152,0.003891,0.642594,0.001084,0.092342,0.000922,0.090319,0.001191,0.034006,0.000308,0.296463,0.000319,0.048745,0.000334,0.062949,0.000371,0.102380,0.000997,0.092692,0.000816,640
model_predictive_servoing,heldout_object,5,0.679433,0.002583,0.711996,0.003891,0.642800,0.001067,0.092182,0.000919,0.090222,0.001184,0.034098,0.000305,0.296335,0.000332,0.048894,0.000354,0.063002,0.000367,0.102336,0.000986,0.092674,0.000808,640
model_predictive_servoing,heldout_object,6,0.679371,0.002578,0.711875,0.003911,0.643074,0.001078,0.092394,0.000931,0.090234,0.001175,0.034054,0.000314,0.296584,0.000317,0.048760,0.000339,0.062946,0.000368,0.102353,0.001008,0.092729,0.000822,640
model_predictive_servoing,heldout_object,7,0.679767,0.002532,0.712128,0.003862,0.642699,0.001092,0.092327,0.000911,0.090252,0.001185,0.034205,0.000313,0.296398,0.000325,0.048845,0.000342,0.062919,0.000372,0.102446,0.000993,0.092804,0.000812,640
model_predictive_servoing,heldout_object,8,0.679688,0.002633,0.712018,0.003952,0.642922,0.001079,0.092444,0.000911,0.090248,0.001174,0.034166,0.000312,0.296591,0.000325,0.048832,0.000337,0.063034,0.000374,0.102350,0.000986,0.092834,0.000807,640
model_predictive_servoing,heldout_object,9,0.679490,0.002585,0.712009,0.003900,0.642715,0.001076,0.092320,0.000920,0.090247,0.001184,0.033939,0.000309,0.296357,0.000315,0.048828,0.000333,0.062995,0.000372,0.102284,0.001000,0.092641,0.000816,640
oracle_visual_servo_foundation_arbiter,clean_deployment,0,0.931560,0.002155,1.163761,0.002913,0.825148,0.001071,0.005760,0.000491,0.036234,0.001180,0.001262,0.000161,0.146764,0.000308,0.004963,0.000300,0.045692,0.000489,0.050251,0.000853,0.012362,0.000526,640
oracle_visual_servo_foundation_arbiter,clean_deployment,1,0.931372,0.002144,1.163580,0.002879,0.825268,0.001081,0.005822,0.000475,0.036284,0.001171,0.001203,0.000150,0.146795,0.000298,0.004953,0.000293,0.045703,0.000492,0.050223,0.000839,0.012366,0.000513,640
oracle_visual_servo_foundation_arbiter,clean_deployment,2,0.930942,0.002164,1.163272,0.002914,0.825294,0.001084,0.005660,0.000485,0.036170,0.001180,0.001355,0.000163,0.146760,0.000307,0.004835,0.000290,0.045623,0.000484,0.050053,0.000847,0.012330,0.000522,640
oracle_visual_servo_foundation_arbiter,clean_deployment,3,0.931897,0.002146,1.164095,0.002891,0.825010,0.001068,0.005752,0.000484,0.036172,0.001174,0.001234,0.000160,0.146758,0.000302,0.004974,0.000297,0.045579,0.000487,0.050160,0.000849,0.012330,0.000522,640
oracle_visual_servo_foundation_arbiter,clean_deployment,4,0.931427,0.002151,1.163766,0.002894,0.825381,0.001081,0.005663,0.000475,0.036140,0.001183,0.001286,0.000159,0.146880,0.000306,0.004988,0.000299,0.045673,0.000486,0.050151,0.000844,0.012312,0.000519,640
oracle_visual_servo_foundation_arbiter,clean_deployment,5,0.931756,0.002135,1.164002,0.002858,0.825204,0.001065,0.005737,0.000474,0.036153,0.001169,0.001227,0.000153,0.146905,0.000308,0.004987,0.000291,0.045657,0.000482,0.050010,0.000837,0.012316,0.000512,640
oracle_visual_servo_foundation_arbiter,clean_deployment,6,0.931187,0.002149,1.163658,0.002901,0.825348,0.001064,0.005460,0.000477,0.036282,0.001173,0.001256,0.000160,0.146857,0.000308,0.004908,0.000295,0.045750,0.000489,0.050062,0.000840,0.012215,0.000514,640
oracle_visual_servo_foundation_arbiter,clean_deployment,7,0.930604,0.002151,1.162638,0.002874,0.825099,0.001067,0.005852,0.000478,0.036174,0.001168,0.001378,0.000159,0.146872,0.000306,0.005037,0.000296,0.045682,0.000482,0.050198,0.000840,0.012473,0.000515,640
oracle_visual_servo_foundation_arbiter,clean_deployment,8,0.931865,0.002132,1.164145,0.002878,0.825167,0.001077,0.005621,0.000487,0.036389,0.001165,0.001242,0.000155,0.146699,0.000306,0.004976,0.000296,0.045802,0.000486,0.050096,0.000845,0.012320,0.000519,640
oracle_visual_servo_foundation_arbiter,clean_deployment,9,0.931191,0.002119,1.163435,0.002876,0.825177,0.001088,0.005664,0.000487,0.036319,0.001173,0.001220,0.000154,0.146979,0.000312,0.004937,0.000292,0.045663,0.000483,0.050040,0.000840,0.012306,0.000519,640
oracle_visual_servo_foundation_arbiter,combined_stress,0,0.909647,0.002329,1.116541,0.003226,0.806115,0.001083,0.019056,0.000606,0.052020,0.001178,0.002231,0.000209,0.154276,0.000310,0.013036,0.000333,0.056231,0.000489,0.072137,0.000942,0.024232,0.000608,640
oracle_visual_servo_foundation_arbiter,combined_stress,1,0.910165,0.002312,1.117156,0.003204,0.806321,0.001063,0.019148,0.000621,0.052056,0.001183,0.002182,0.000208,0.154004,0.000312,0.012972,0.000346,0.056066,0.000481,0.072189,0.000950,0.024244,0.000616,640
oracle_visual_servo_foundation_arbiter,combined_stress,2,0.909993,0.002342,1.116871,0.003223,0.806219,0.001078,0.019147,0.000597,0.052127,0.001170,0.002167,0.000208,0.154236,0.000305,0.013031,0.000336,0.056169,0.000482,0.072225,0.000938,0.024261,0.000601,640
oracle_visual_servo_foundation_arbiter,combined_stress,3,0.909707,0.002289,1.116500,0.003179,0.805925,0.001069,0.019228,0.000617,0.051915,0.001173,0.002137,0.000210,0.154375,0.000309,0.012910,0.000331,0.056201,0.000489,0.072189,0.000949,0.024214,0.000617,640
oracle_visual_servo_foundation_arbiter,combined_stress,4,0.910282,0.002364,1.116980,0.003244,0.805882,0.001072,0.019107,0.000620,0.052105,0.001172,0.002291,0.000213,0.154374,0.000315,0.013074,0.000327,0.056162,0.000483,0.072228,0.000950,0.024316,0.000613,640
oracle_visual_servo_foundation_arbiter,combined_stress,5,0.910164,0.002314,1.117081,0.003173,0.806179,0.001078,0.019010,0.000613,0.052055,0.001169,0.002166,0.000208,0.154483,0.000311,0.013112,0.000337,0.056180,0.000476,0.072185,0.000945,0.024194,0.000605,640
oracle_visual_servo_foundation_arbiter,combined_stress,6,0.909258,0.002344,1.116227,0.003241,0.806163,0.001081,0.018996,0.000606,0.051977,0.001182,0.002244,0.000204,0.154324,0.000313,0.012978,0.000334,0.056154,0.000489,0.072199,0.000943,0.024191,0.000608,640
oracle_visual_servo_foundation_arbiter,combined_stress,7,0.909390,0.002376,1.116058,0.003251,0.805971,0.001064,0.019210,0.000614,0.052207,0.001167,0.002294,0.000214,0.154228,0.000306,0.013016,0.000341,0.056105,0.000486,0.072282,0.000949,0.024380,0.000613,640
oracle_visual_servo_foundation_arbiter,combined_stress,8,0.909673,0.002321,1.116500,0.003196,0.806095,0.001076,0.019096,0.000602,0.052018,0.001160,0.002256,0.000213,0.154375,0.000308,0.013026,0.000343,0.056264,0.000491,0.072213,0.000944,0.024263,0.000606,640
oracle_visual_servo_foundation_arbiter,combined_stress,9,0.910076,0.002352,1.116949,0.003215,0.806061,0.001058,0.019045,0.000608,0.052074,0.001173,0.002193,0.000204,0.154261,0.000304,0.013138,0.000334,0.056128,0.000486,0.072155,0.000932,0.024235,0.000600,640
oracle_visual_servo_foundation_arbiter,heldout_camera,0,0.921041,0.002298,1.140270,0.003117,0.815033,0.001062,0.012249,0.000582,0.044665,0.001181,0.001709,0.000184,0.150880,0.000307,0.009070,0.000329,0.051162,0.000477,0.061419,0.000916,0.018329,0.000578,640
oracle_visual_servo_foundation_arbiter,heldout_camera,1,0.920597,0.002264,1.139996,0.003107,0.815110,0.001068,0.012174,0.000593,0.044478,0.001176,0.001730,0.000185,0.150593,0.000311,0.009119,0.000330,0.051135,0.000491,0.061410,0.000925,0.018274,0.000587,640
oracle_visual_servo_foundation_arbiter,heldout_camera,2,0.920354,0.002259,1.139600,0.003094,0.815008,0.001079,0.012240,0.000591,0.044563,0.001170,0.001727,0.000185,0.150805,0.000307,0.009105,0.000331,0.051281,0.000482,0.061545,0.000920,0.018320,0.000585,640
oracle_visual_servo_foundation_arbiter,heldout_camera,3,0.920670,0.002233,1.139852,0.003068,0.815234,0.001076,0.012393,0.000589,0.044612,0.001172,0.001780,0.000183,0.150806,0.000300,0.009072,0.000330,0.051191,0.000485,0.061599,0.000917,0.018429,0.000584,640
oracle_visual_servo_foundation_arbiter,heldout_camera,4,0.920891,0.002252,1.140221,0.003108,0.815318,0.001064,0.012254,0.000605,0.044602,0.001168,0.001771,0.000190,0.150700,0.000313,0.009116,0.000332,0.051232,0.000489,0.061514,0.000932,0.018362,0.000597,640
oracle_visual_servo_foundation_arbiter,heldout_camera,5,0.920540,0.002259,1.139971,0.003095,0.815281,0.001080,0.012219,0.000587,0.044609,0.001180,0.001593,0.000179,0.150670,0.000295,0.009129,0.000320,0.051307,0.000481,0.061440,0.000916,0.018247,0.000581,640
oracle_visual_servo_foundation_arbiter,heldout_camera,6,0.920033,0.002333,1.139274,0.003156,0.814925,0.001065,0.012367,0.000589,0.044351,0.001175,0.001742,0.000184,0.150665,0.000312,0.008989,0.000329,0.051136,0.000483,0.061518,0.000918,0.018322,0.000586,640
oracle_visual_servo_foundation_arbiter,heldout_camera,7,0.919992,0.002248,1.139172,0.003076,0.814880,0.001079,0.012273,0.000600,0.044531,0.001168,0.001806,0.000187,0.150724,0.000311,0.009077,0.000327,0.051103,0.000487,0.061553,0.000919,0.018369,0.000588,640
oracle_visual_servo_foundation_arbiter,heldout_camera,8,0.920402,0.002289,1.139763,0.003121,0.815231,0.001067,0.012283,0.000589,0.044477,0.001169,0.001672,0.000189,0.150660,0.000320,0.009176,0.000338,0.051187,0.000482,0.061517,0.000918,0.018302,0.000586,640
oracle_visual_servo_foundation_arbiter,heldout_camera,9,0.920475,0.002261,1.139841,0.003093,0.815244,0.001065,0.012241,0.000587,0.044552,0.001162,0.001736,0.000184,0.150737,0.000318,0.008994,0.000328,0.051255,0.000491,0.061436,0.000914,0.018303,0.000586,640
oracle_visual_servo_foundation_arbiter,heldout_object,0,0.926020,0.002245,1.151886,0.003055,0.819890,0.001049,0.008664,0.000550,0.040345,0.001171,0.001525,0.000175,0.148960,0.000307,0.007033,0.000326,0.048604,0.000488,0.055698,0.000890,0.015185,0.000562,640
oracle_visual_servo_foundation_arbiter,heldout_object,1,0.925896,0.002182,1.151571,0.002981,0.819985,0.001056,0.008975,0.000563,0.040570,0.001179,0.001487,0.000173,0.148824,0.000310,0.006979,0.000323,0.048440,0.000489,0.055886,0.000893,0.015352,0.000566,640
oracle_visual_servo_foundation_arbiter,heldout_object,2,0.925790,0.002181,1.151641,0.002986,0.820075,0.001078,0.008825,0.000553,0.040392,0.001177,0.001452,0.000176,0.148951,0.000307,0.007001,0.000317,0.048496,0.000496,0.055775,0.000894,0.015224,0.000563,640
oracle_visual_servo_foundation_arbiter,heldout_object,3,0.925792,0.002247,1.151570,0.003036,0.819911,0.001075,0.008814,0.000546,0.040574,0.001176,0.001481,0.000173,0.148735,0.000304,0.007014,0.000315,0.048453,0.000487,0.055787,0.000892,0.015279,0.000555,640
oracle_visual_servo_foundation_arbiter,heldout_object,4,0.926327,0.002194,1.152105,0.002981,0.819862,0.001063,0.008912,0.000544,0.040442,0.001167,0.001420,0.000164,0.148753,0.000301,0.006911,0.000307,0.048479,0.000493,0.055807,0.000878,0.015243,0.000545,640
oracle_visual_servo_foundation_arbiter,heldout_object,5,0.926762,0.002224,1.152449,0.003043,0.820015,0.001083,0.008946,0.000553,0.040534,0.001174,0.001481,0.000178,0.148771,0.000309,0.007130,0.000329,0.048552,0.000484,0.055896,0.000895,0.015354,0.000564,640
oracle_visual_servo_foundation_arbiter,heldout_object,6,0.925972,0.002195,1.151665,0.003003,0.820008,0.001092,0.008917,0.000553,0.040635,0.001180,0.001513,0.000167,0.148773,0.000315,0.006973,0.000332,0.048646,0.000493,0.055906,0.000886,0.015353,0.000562,640
oracle_visual_servo_foundation_arbiter,heldout_object,7,0.926261,0.002206,1.152030,0.003002,0.819964,0.001071,0.008938,0.000544,0.040411,0.001175,0.001389,0.000160,0.148749,0.000308,0.007092,0.000327,0.048581,0.000477,0.055834,0.000894,0.015263,0.000553,640
oracle_visual_servo_foundation_arbiter,heldout_object,8,0.926477,0.002186,1.152176,0.003000,0.819999,0.001082,0.008865,0.000561,0.040593,0.001175,0.001551,0.000178,0.148859,0.000306,0.007026,0.000331,0.048516,0.000486,0.055860,0.000902,0.015350,0.000567,640
oracle_visual_servo_foundation_arbiter,heldout_object,9,0.926603,0.002202,1.152572,0.003016,0.820145,0.001087,0.008688,0.000547,0.040455,0.001166,0.001423,0.000168,0.148899,0.000314,0.007061,0.000328,0.048474,0.000483,0.055683,0.000892,0.015167,0.000558,640
position_based_visual_servo,clean_deployment,0,0.561338,0.003031,0.487174,0.004646,0.477338,0.001065,0.145892,0.001215,0.139551,0.001188,0.069854,0.000340,0.148001,0.000337,0.092349,0.000341,0.022266,0.000258,0.144313,0.000992,0.157868,0.000972,640
position_based_visual_servo,clean_deployment,1,0.561646,0.003023,0.487486,0.004617,0.477022,0.001061,0.145890,0.001194,0.139427,0.001174,0.069677,0.000331,0.147964,0.000328,0.092471,0.000339,0.022189,0.000251,0.144083,0.000974,0.157759,0.000957,640
position_based_visual_servo,clean_deployment,2,0.561943,0.003065,0.487689,0.004665,0.477069,0.001067,0.145762,0.001200,0.139679,0.001193,0.069935,0.000328,0.148133,0.000330,0.092300,0.000347,0.022312,0.000251,0.144237,0.000983,0.157871,0.000962,640
position_based_visual_servo,clean_deployment,3,0.562204,0.003074,0.488137,0.004676,0.477329,0.001061,0.145759,0.001214,0.139627,0.001172,0.069761,0.000326,0.148046,0.000331,0.092411,0.000351,0.022295,0.000257,0.144117,0.000980,0.157778,0.000965,640
position_based_visual_servo,clean_deployment,4,0.562002,0.003040,0.487828,0.004638,0.477244,0.001089,0.145927,0.001210,0.139553,0.001173,0.069801,0.000338,0.147915,0.000329,0.092305,0.000350,0.022400,0.000250,0.144239,0.000987,0.157846,0.000967,640
position_based_visual_servo,clean_deployment,5,0.561499,0.003051,0.487464,0.004644,0.477430,0.001090,0.145811,0.001189,0.139664,0.001177,0.069795,0.000335,0.147925,0.000333,0.092242,0.000340,0.022318,0.000255,0.144054,0.000966,0.157800,0.000957,640
position_based_visual_servo,clean_deployment,6,0.561527,0.003028,0.487294,0.004628,0.476764,0.001076,0.145723,0.001187,0.139790,0.001184,0.069718,0.000344,0.147928,0.000327,0.092419,0.000344,0.022281,0.000255,0.144123,0.000979,0.157773,0.000965,640
position_based_visual_servo,clean_deployment,7,0.562445,0.002999,0.488142,0.004601,0.477065,0.001082,0.145929,0.001195,0.139726,0.001179,0.069812,0.000333,0.148000,0.000329,0.092309,0.000344,0.022317,0.000254,0.144198,0.000978,0.157892,0.000960,640
position_based_visual_servo,clean_deployment,8,0.561765,0.003095,0.487447,0.004698,0.476891,0.001069,0.145874,0.001203,0.139664,0.001186,0.069841,0.000336,0.147852,0.000322,0.092426,0.000342,0.022300,0.000258,0.144213,0.000980,0.157890,0.000965,640
position_based_visual_servo,clean_deployment,9,0.561613,0.003032,0.487330,0.004630,0.477120,0.001077,0.145935,0.001208,0.139520,0.001173,0.069859,0.000332,0.148011,0.000332,0.092405,0.000347,0.022344,0.000250,0.144255,0.000992,0.157894,0.000965,640
position_based_visual_servo,combined_stress,0,0.485782,0.003879,0.370559,0.005540,0.458213,0.001057,0.178376,0.001197,0.156067,0.001197,0.073622,0.000339,0.156264,0.000336,0.101023,0.000343,0.025621,0.000259,0.167623,0.000986,0.180840,0.000968,640
position_based_visual_servo,combined_stress,1,0.485359,0.003907,0.369930,0.005580,0.458405,0.001046,0.178673,0.001209,0.156119,0.001192,0.073660,0.000357,0.156367,0.000338,0.100983,0.000343,0.025708,0.000257,0.167817,0.001001,0.181009,0.000984,640
position_based_visual_servo,combined_stress,2,0.485287,0.003852,0.369777,0.005543,0.457913,0.001077,0.178592,0.001226,0.156103,0.001176,0.073663,0.000346,0.156239,0.000340,0.101002,0.000345,0.025667,0.000254,0.167762,0.000998,0.180972,0.000982,640
position_based_visual_servo,combined_stress,3,0.485640,0.003904,0.370127,0.005585,0.457994,0.001090,0.178597,0.001210,0.156002,0.001173,0.073704,0.000343,0.156331,0.000332,0.101019,0.000346,0.025867,0.000259,0.167771,0.000984,0.180979,0.000975,640
