method,split,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,mean_abstention_rate,ci95_abstention_rate,mean_predicted_risk,ci95_predicted_risk,mean_realized_risk,ci95_realized_risk,n
conformal_visual_abstention,heldout_camera,3,0.644368,0.002765,0.658815,0.004119,0.612479,0.001070,0.100886,0.000933,0.113393,0.001170,0.039553,0.000320,0.252405,0.000318,0.043008,0.000350,0.100317,0.000413,0.125062,0.001064,0.104054,0.000827,640
conformal_visual_abstention,heldout_camera,4,0.643647,0.002786,0.657897,0.004143,0.612381,0.001058,0.100956,0.000932,0.113386,0.001170,0.039774,0.000320,0.252415,0.000322,0.043038,0.000336,0.100157,0.000404,0.125162,0.001061,0.104220,0.000826,640
conformal_visual_abstention,heldout_camera,5,0.643844,0.002777,0.658101,0.004135,0.612178,0.001077,0.101009,0.000939,0.113261,0.001196,0.039654,0.000313,0.252335,0.000322,0.043035,0.000340,0.100147,0.000405,0.125078,0.001055,0.104147,0.000825,640
conformal_visual_abstention,heldout_camera,6,0.643540,0.002790,0.658069,0.004153,0.612399,0.001063,0.100653,0.000940,0.113320,0.001177,0.039744,0.000302,0.252416,0.000333,0.042958,0.000339,0.100233,0.000407,0.125008,0.001047,0.104028,0.000818,640
conformal_visual_abstention,heldout_camera,7,0.644693,0.002773,0.659248,0.004124,0.612455,0.001078,0.100893,0.000931,0.113239,0.001172,0.039478,0.000319,0.252403,0.000307,0.042888,0.000342,0.100162,0.000404,0.124942,0.001065,0.103958,0.000825,640
conformal_visual_abstention,heldout_camera,8,0.644282,0.002767,0.658684,0.004116,0.612026,0.001068,0.100732,0.000941,0.113374,0.001183,0.039501,0.000306,0.252496,0.000323,0.043128,0.000339,0.100165,0.000403,0.124879,0.001047,0.103967,0.000816,640
conformal_visual_abstention,heldout_camera,9,0.643871,0.002772,0.658106,0.004111,0.612223,0.001062,0.100975,0.000940,0.113453,0.001177,0.039666,0.000312,0.252300,0.000322,0.043062,0.000331,0.100204,0.000394,0.125177,0.001053,0.104185,0.000818,640
conformal_visual_abstention,heldout_object,0,0.657688,0.002643,0.680975,0.003973,0.617203,0.001097,0.094521,0.000937,0.109106,0.001180,0.038973,0.000318,0.250408,0.000324,0.041007,0.000336,0.097965,0.000403,0.118587,0.001054,0.099359,0.000822,640
conformal_visual_abstention,heldout_object,1,0.657639,0.002635,0.680985,0.003974,0.617149,0.001072,0.094493,0.000941,0.109242,0.001178,0.038775,0.000308,0.250453,0.000314,0.040980,0.000340,0.098071,0.000413,0.118383,0.001058,0.099256,0.000823,640
conformal_visual_abstention,heldout_object,2,0.657283,0.002664,0.680464,0.003972,0.617091,0.001061,0.094694,0.000931,0.109089,0.001184,0.038902,0.000301,0.250272,0.000314,0.041007,0.000337,0.098101,0.000407,0.118586,0.001035,0.099397,0.000810,640
conformal_visual_abstention,heldout_object,3,0.657261,0.002638,0.680426,0.003981,0.617179,0.001059,0.094726,0.000947,0.109009,0.001180,0.038971,0.000311,0.250412,0.000321,0.040905,0.000339,0.098202,0.000411,0.118637,0.001058,0.099416,0.000827,640
conformal_visual_abstention,heldout_object,4,0.657323,0.002689,0.680533,0.004038,0.617112,0.001073,0.094654,0.000940,0.108998,0.001189,0.038953,0.000308,0.250389,0.000325,0.040955,0.000349,0.098027,0.000407,0.118579,0.001053,0.099378,0.000826,640
conformal_visual_abstention,heldout_object,5,0.657272,0.002639,0.680411,0.003985,0.617297,0.001089,0.094824,0.000951,0.109125,0.001184,0.038916,0.000317,0.250402,0.000318,0.040893,0.000357,0.098114,0.000403,0.118649,0.001075,0.099455,0.000840,640
conformal_visual_abstention,heldout_object,6,0.657065,0.002657,0.680563,0.003975,0.617380,0.001046,0.094372,0.000926,0.109209,0.001187,0.038895,0.000303,0.250353,0.000314,0.040918,0.000341,0.098010,0.000408,0.118413,0.001047,0.099249,0.000815,640
conformal_visual_abstention,heldout_object,7,0.657205,0.002644,0.680437,0.003979,0.616938,0.001073,0.094608,0.000935,0.109027,0.001180,0.038840,0.000312,0.250338,0.000319,0.040967,0.000342,0.098219,0.000407,0.118462,0.001048,0.099299,0.000818,640
conformal_visual_abstention,heldout_object,8,0.657789,0.002655,0.680948,0.004019,0.617304,0.001067,0.094720,0.000956,0.109210,0.001183,0.038966,0.000324,0.250384,0.000314,0.040932,0.000332,0.098155,0.000399,0.118621,0.001066,0.099460,0.000841,640
conformal_visual_abstention,heldout_object,9,0.657672,0.002703,0.680913,0.004025,0.617209,0.001057,0.094646,0.000930,0.108951,0.001183,0.038986,0.000314,0.250408,0.000315,0.040936,0.000344,0.098114,0.000415,0.118572,0.001056,0.099380,0.000823,640
ensemble_risk_gate,clean_deployment,0,0.685872,0.002706,0.690153,0.004142,0.592670,0.001066,0.111535,0.001076,0.105529,0.001192,0.044840,0.000319,0.224634,0.000330,0.055735,0.000333,0.058698,0.000359,0.110503,0.001056,0.112793,0.000893,640
ensemble_risk_gate,clean_deployment,1,0.685319,0.002741,0.689593,0.004190,0.592723,0.001080,0.111583,0.001077,0.105312,0.001189,0.044912,0.000326,0.224589,0.000329,0.055830,0.000348,0.058686,0.000351,0.110553,0.001063,0.112827,0.000902,640
ensemble_risk_gate,clean_deployment,2,0.685588,0.002728,0.689814,0.004159,0.592767,0.001069,0.111670,0.001074,0.105436,0.001185,0.044832,0.000320,0.224718,0.000315,0.055736,0.000350,0.058742,0.000362,0.110633,0.001061,0.112833,0.000892,640
ensemble_risk_gate,clean_deployment,3,0.686248,0.002759,0.690582,0.004201,0.592827,0.001067,0.111516,0.001084,0.105560,0.001188,0.044816,0.000325,0.224620,0.000328,0.055825,0.000331,0.058710,0.000359,0.110575,0.001063,0.112793,0.000901,640
ensemble_risk_gate,clean_deployment,4,0.685904,0.002751,0.690098,0.004183,0.592677,0.001068,0.111606,0.001073,0.105574,0.001190,0.044850,0.000315,0.224640,0.000319,0.055790,0.000334,0.058794,0.000358,0.110566,0.001049,0.112852,0.000887,640
ensemble_risk_gate,clean_deployment,5,0.686040,0.002767,0.690319,0.004206,0.592834,0.001056,0.111627,0.001091,0.105399,0.001175,0.044775,0.000319,0.224767,0.000327,0.055863,0.000339,0.058766,0.000351,0.110514,0.001062,0.112793,0.000901,640
ensemble_risk_gate,clean_deployment,6,0.685933,0.002746,0.690102,0.004182,0.592619,0.001069,0.111575,0.001070,0.105511,0.001175,0.044930,0.000308,0.224791,0.000317,0.055697,0.000343,0.058726,0.000365,0.110560,0.001043,0.112853,0.000883,640
ensemble_risk_gate,clean_deployment,7,0.686437,0.002682,0.690821,0.004125,0.592643,0.001075,0.111421,0.001078,0.105399,0.001185,0.044829,0.000321,0.224682,0.000322,0.055769,0.000344,0.058655,0.000362,0.110471,0.001063,0.112709,0.000897,640
ensemble_risk_gate,clean_deployment,8,0.685497,0.002760,0.689745,0.004198,0.592623,0.001060,0.111480,0.001074,0.105563,0.001189,0.044839,0.000328,0.224722,0.000318,0.055854,0.000346,0.058774,0.000364,0.110487,0.001067,0.112794,0.000900,640
ensemble_risk_gate,clean_deployment,9,0.686391,0.002795,0.690686,0.004229,0.592681,0.001085,0.111478,0.001079,0.105621,0.001178,0.044722,0.000328,0.224770,0.000313,0.055908,0.000338,0.058690,0.000361,0.110452,0.001064,0.112748,0.000898,640
ensemble_risk_gate,combined_stress,0,0.624484,0.003367,0.590414,0.004868,0.573739,0.001067,0.140477,0.001064,0.121921,0.001183,0.048256,0.000319,0.232829,0.000328,0.064438,0.000332,0.065448,0.000365,0.136424,0.001051,0.133839,0.000884,640
ensemble_risk_gate,combined_stress,1,0.624961,0.003368,0.591067,0.004899,0.573741,0.001062,0.140402,0.001078,0.121810,0.001199,0.048207,0.000335,0.232627,0.000339,0.064369,0.000339,0.065326,0.000354,0.136246,0.001070,0.133738,0.000908,640
ensemble_risk_gate,combined_stress,2,0.625041,0.003405,0.591215,0.004923,0.573480,0.001041,0.140297,0.001077,0.121812,0.001171,0.048049,0.000331,0.232592,0.000340,0.064423,0.000345,0.065276,0.000358,0.136207,0.001073,0.133606,0.000904,640
ensemble_risk_gate,combined_stress,3,0.625172,0.003299,0.591479,0.004821,0.573777,0.001072,0.140183,0.001062,0.121812,0.001190,0.048141,0.000332,0.232703,0.000340,0.064316,0.000334,0.065411,0.000356,0.136116,0.001055,0.133585,0.000898,640
ensemble_risk_gate,combined_stress,4,0.624793,0.003374,0.591197,0.004903,0.574031,0.001075,0.140316,0.001075,0.121793,0.001191,0.047931,0.000331,0.232677,0.000329,0.064374,0.000346,0.065352,0.000366,0.136148,0.001069,0.133534,0.000903,640
ensemble_risk_gate,combined_stress,5,0.625124,0.003400,0.591180,0.004934,0.573785,0.001053,0.140492,0.001091,0.121733,0.001189,0.048063,0.000334,0.232751,0.000331,0.064640,0.000343,0.065426,0.000356,0.136259,0.001084,0.133729,0.000916,640
ensemble_risk_gate,combined_stress,6,0.624808,0.003393,0.591090,0.004897,0.573757,0.001062,0.140269,0.001066,0.121833,0.001178,0.048071,0.000329,0.232585,0.000324,0.064383,0.000348,0.065282,0.000354,0.136233,0.001062,0.133602,0.000893,640
ensemble_risk_gate,combined_stress,7,0.624982,0.003367,0.591079,0.004878,0.573616,0.001052,0.140356,0.001081,0.121946,0.001186,0.048097,0.000326,0.232688,0.000338,0.064411,0.000338,0.065301,0.000352,0.136259,0.001063,0.133689,0.000897,640
ensemble_risk_gate,combined_stress,8,0.625230,0.003413,0.591166,0.004941,0.573770,0.001100,0.140670,0.001069,0.121852,0.001186,0.048125,0.000338,0.232724,0.000322,0.064353,0.000347,0.065257,0.000361,0.136355,0.001056,0.133826,0.000903,640
ensemble_risk_gate,combined_stress,9,0.625508,0.003366,0.591925,0.004894,0.573749,0.001076,0.140066,0.001070,0.121828,0.001184,0.048070,0.000332,0.232601,0.000322,0.064401,0.000351,0.065413,0.000355,0.136063,0.001078,0.133507,0.000906,640
ensemble_risk_gate,heldout_camera,0,0.653945,0.003065,0.638220,0.004565,0.582690,0.001069,0.126764,0.001073,0.113978,0.001184,0.046409,0.000328,0.228863,0.000328,0.060347,0.000354,0.062190,0.000357,0.124110,0.001073,0.123702,0.000905,640
ensemble_risk_gate,heldout_camera,1,0.654178,0.003054,0.638226,0.004551,0.582565,0.001085,0.126954,0.001071,0.113998,0.001186,0.046446,0.000330,0.228932,0.000328,0.060364,0.000338,0.062212,0.000356,0.124086,0.001069,0.123822,0.000898,640
ensemble_risk_gate,heldout_camera,2,0.654009,0.003112,0.638310,0.004612,0.582834,0.001081,0.126734,0.001090,0.114081,0.001187,0.046456,0.000332,0.228743,0.000323,0.060400,0.000337,0.062252,0.000358,0.124048,0.001073,0.123747,0.000908,640
ensemble_risk_gate,heldout_camera,3,0.653524,0.003050,0.637614,0.004539,0.582630,0.001075,0.126723,0.001077,0.114129,0.001185,0.046656,0.000325,0.228978,0.000327,0.060347,0.000340,0.062238,0.000356,0.124174,0.001059,0.123858,0.000900,640
ensemble_risk_gate,heldout_camera,4,0.653673,0.003132,0.637824,0.004638,0.582711,0.001095,0.126780,0.001091,0.114158,0.001191,0.046508,0.000321,0.228942,0.000327,0.060335,0.000341,0.062265,0.000357,0.124107,0.001071,0.123804,0.000904,640
ensemble_risk_gate,heldout_camera,5,0.653637,0.003061,0.637704,0.004547,0.582814,0.001042,0.126860,0.001072,0.114080,0.001197,0.046637,0.000330,0.228924,0.000326,0.060419,0.000335,0.062243,0.000358,0.124136,0.001063,0.123915,0.000902,640
ensemble_risk_gate,heldout_camera,6,0.654422,0.003032,0.638336,0.004540,0.582810,0.001075,0.127223,0.001086,0.113919,0.001197,0.046547,0.000321,0.228903,0.000328,0.060334,0.000344,0.062230,0.000362,0.124277,0.001067,0.123986,0.000902,640
ensemble_risk_gate,heldout_camera,7,0.654017,0.003027,0.638053,0.004515,0.582723,0.001059,0.126886,0.001079,0.114181,0.001179,0.046662,0.000333,0.228820,0.000326,0.060254,0.000335,0.062237,0.000359,0.124198,0.001064,0.123935,0.000901,640
ensemble_risk_gate,heldout_camera,8,0.653587,0.003033,0.637333,0.004519,0.582655,0.001072,0.127017,0.001072,0.114190,0.001187,0.046890,0.000325,0.228890,0.000329,0.060410,0.000347,0.062195,0.000354,0.124416,0.001066,0.124160,0.000898,640
ensemble_risk_gate,heldout_camera,9,0.653690,0.003068,0.637903,0.004573,0.582809,0.001077,0.126821,0.001086,0.114087,0.001197,0.046476,0.000334,0.228867,0.000333,0.060309,0.000345,0.062253,0.000365,0.124072,0.001075,0.123785,0.000908,640
ensemble_risk_gate,heldout_object,0,0.669892,0.002919,0.663845,0.004393,0.587680,0.001099,0.119512,0.001070,0.109962,0.001190,0.045553,0.000325,0.226850,0.000329,0.058089,0.000354,0.060513,0.000360,0.117489,0.001070,0.118434,0.000901,640
ensemble_risk_gate,heldout_object,1,0.669958,0.002947,0.663730,0.004428,0.587386,0.001082,0.119549,0.001074,0.109896,0.001184,0.045684,0.000327,0.226925,0.000319,0.058032,0.000340,0.060553,0.000355,0.117623,0.001066,0.118503,0.000901,640
ensemble_risk_gate,heldout_object,2,0.670032,0.002957,0.663974,0.004430,0.587453,0.001069,0.119451,0.001070,0.109877,0.001188,0.045596,0.000320,0.226656,0.000326,0.058187,0.000344,0.060442,0.000359,0.117409,0.001057,0.118429,0.000893,640
ensemble_risk_gate,heldout_object,3,0.669756,0.002962,0.663630,0.004422,0.587580,0.001063,0.119483,0.001073,0.109877,0.001186,0.045685,0.000321,0.226823,0.000331,0.058204,0.000341,0.060510,0.000359,0.117519,0.001060,0.118499,0.000895,640
ensemble_risk_gate,heldout_object,4,0.670299,0.002897,0.664197,0.004358,0.587632,0.001069,0.119525,0.001078,0.109882,0.001177,0.045590,0.000320,0.226941,0.000327,0.058154,0.000339,0.060501,0.000358,0.117460,0.001063,0.118456,0.000893,640
ensemble_risk_gate,heldout_object,5,0.669396,0.002946,0.663269,0.004398,0.587548,0.001074,0.119502,0.001083,0.109764,0.001173,0.045644,0.000320,0.226887,0.000319,0.058256,0.000334,0.060585,0.000361,0.117536,0.001061,0.118468,0.000896,640
ensemble_risk_gate,heldout_object,6,0.669740,0.002956,0.663555,0.004432,0.587636,0.001084,0.119587,0.001079,0.109837,0.001185,0.045749,0.000315,0.226852,0.000332,0.058097,0.000342,0.060487,0.000363,0.117639,0.001055,0.118557,0.000896,640
ensemble_risk_gate,heldout_object,7,0.669815,0.002884,0.663851,0.004336,0.587522,0.001067,0.119197,0.001068,0.109865,0.001191,0.045780,0.000319,0.226781,0.000312,0.058158,0.000337,0.060552,0.000354,0.117440,0.001051,0.118406,0.000890,640
ensemble_risk_gate,heldout_object,8,0.669584,0.002934,0.663410,0.004384,0.587577,0.001068,0.119485,0.001063,0.109920,0.001186,0.045700,0.000323,0.226912,0.000319,0.058227,0.000339,0.060555,0.000353,0.117481,0.001052,0.118522,0.000890,640
ensemble_risk_gate,heldout_object,9,0.670263,0.002901,0.664075,0.004361,0.587611,0.001068,0.119705,0.001073,0.109914,0.001182,0.045555,0.000323,0.226757,0.000325,0.058122,0.000338,0.060482,0.000360,0.117571,0.001059,0.118523,0.000893,640
fixed_hybrid_switch,clean_deployment,0,0.637046,0.003164,0.563805,0.004857,0.520285,0.001069,0.169390,0.001342,0.123527,0.001200,0.062167,0.000335,0.179858,0.000325,0.083570,0.000340,0.030785,0.000270,0.140645,0.001085,0.159583,0.001032,640
fixed_hybrid_switch,clean_deployment,1,0.636506,0.003130,0.563457,0.004832,0.520378,0.001075,0.169212,0.001336,0.123313,0.001191,0.062145,0.000344,0.180030,0.000333,0.083622,0.000346,0.030712,0.000277,0.140452,0.001081,0.159447,0.001037,640
fixed_hybrid_switch,clean_deployment,2,0.637165,0.003172,0.563903,0.004867,0.520125,0.001078,0.169369,0.001347,0.123510,0.001186,0.062040,0.000334,0.180009,0.000332,0.083636,0.000352,0.030892,0.000271,0.140585,0.001078,0.159506,0.001034,640
fixed_hybrid_switch,clean_deployment,3,0.636649,0.003200,0.563503,0.004878,0.520241,0.001056,0.169297,0.001332,0.123389,0.001204,0.062058,0.000350,0.179955,0.000327,0.083706,0.000348,0.030823,0.000278,0.140456,0.001090,0.159469,0.001036,640
fixed_hybrid_switch,clean_deployment,4,0.636839,0.003168,0.563661,0.004864,0.520285,0.001066,0.169183,0.001340,0.123652,0.001190,0.062180,0.000345,0.179979,0.000330,0.083647,0.000346,0.030868,0.000270,0.140542,0.001086,0.159532,0.001037,640
fixed_hybrid_switch,clean_deployment,5,0.637102,0.003170,0.563874,0.004866,0.520154,0.001066,0.169362,0.001340,0.123457,0.001192,0.062115,0.000346,0.179848,0.000337,0.083638,0.000358,0.030686,0.000280,0.140469,0.001087,0.159536,0.001037,640
fixed_hybrid_switch,clean_deployment,6,0.637355,0.003157,0.564270,0.004853,0.520105,0.001065,0.169183,0.001349,0.123436,0.001189,0.062071,0.000335,0.179984,0.000328,0.083538,0.000355,0.030671,0.000273,0.140439,0.001087,0.159402,0.001036,640
fixed_hybrid_switch,clean_deployment,7,0.637580,0.003205,0.564487,0.004921,0.520085,0.001076,0.169189,0.001357,0.123377,0.001193,0.062132,0.000355,0.179959,0.000337,0.083505,0.000345,0.030586,0.000281,0.140414,0.001102,0.159421,0.001054,640
fixed_hybrid_switch,clean_deployment,8,0.636470,0.003177,0.563226,0.004857,0.520128,0.001070,0.169299,0.001338,0.123384,0.001183,0.062179,0.000343,0.179871,0.000331,0.083755,0.000348,0.030845,0.000276,0.140570,0.001086,0.159548,0.001033,640
fixed_hybrid_switch,clean_deployment,9,0.637533,0.003134,0.564283,0.004820,0.520244,0.001069,0.169411,0.001340,0.123391,0.001184,0.062166,0.000334,0.179787,0.000330,0.083709,0.000343,0.030742,0.000275,0.140627,0.001071,0.159588,0.001027,640
fixed_hybrid_switch,combined_stress,0,0.557986,0.004176,0.440290,0.005942,0.501107,0.001056,0.205927,0.001339,0.140252,0.001193,0.066328,0.000352,0.188174,0.000343,0.092504,0.000351,0.034830,0.000270,0.167106,0.001083,0.184821,0.001043,640
fixed_hybrid_switch,combined_stress,1,0.558497,0.004190,0.440845,0.005968,0.501148,0.001051,0.206070,0.001349,0.140115,0.001201,0.066260,0.000355,0.188025,0.000349,0.092372,0.000347,0.034816,0.000272,0.167184,0.001097,0.184797,0.001048,640
fixed_hybrid_switch,combined_stress,2,0.558422,0.004180,0.440981,0.005952,0.501180,0.001067,0.205776,0.001333,0.140040,0.001189,0.066305,0.000359,0.188241,0.000342,0.092246,0.000359,0.034843,0.000274,0.167000,0.001102,0.184642,0.001047,640
fixed_hybrid_switch,combined_stress,3,0.558365,0.004139,0.440797,0.005920,0.501424,0.001070,0.206118,0.001351,0.140072,0.001197,0.066216,0.000365,0.188097,0.000340,0.092349,0.000352,0.034809,0.000271,0.167100,0.001106,0.184781,0.001056,640
fixed_hybrid_switch,combined_stress,4,0.558267,0.004128,0.440686,0.005901,0.501166,0.001078,0.205968,0.001338,0.140117,0.001178,0.066158,0.000362,0.188273,0.000334,0.092410,0.000350,0.034877,0.000273,0.167066,0.001090,0.184696,0.001044,640
fixed_hybrid_switch,combined_stress,5,0.558531,0.004147,0.441043,0.005931,0.501335,0.001069,0.205912,0.001346,0.140122,0.001191,0.066229,0.000355,0.188152,0.000341,0.092398,0.000353,0.034805,0.000275,0.167073,0.001099,0.184709,0.001050,640
fixed_hybrid_switch,combined_stress,6,0.558935,0.004186,0.441009,0.005958,0.500868,0.001062,0.206140,0.001342,0.140239,0.001177,0.066259,0.000362,0.188233,0.000350,0.092572,0.000350,0.034884,0.000281,0.167175,0.001093,0.184893,0.001046,640
fixed_hybrid_switch,combined_stress,7,0.558329,0.004148,0.440786,0.005920,0.501095,0.001082,0.205838,0.001335,0.140194,0.001197,0.066261,0.000355,0.188150,0.000356,0.092357,0.000345,0.034811,0.000280,0.167092,0.001088,0.184701,0.001043,640
fixed_hybrid_switch,combined_stress,8,0.558669,0.004187,0.440934,0.005959,0.501157,0.001072,0.206024,0.001341,0.140219,0.001196,0.066319,0.000362,0.188205,0.000340,0.092473,0.000341,0.034814,0.000274,0.167217,0.001095,0.184850,0.001045,640
fixed_hybrid_switch,combined_stress,9,0.559127,0.004156,0.441595,0.005930,0.501041,0.001066,0.205951,0.001332,0.140008,0.001196,0.066127,0.000365,0.188263,0.000346,0.092319,0.000349,0.034755,0.000273,0.166938,0.001092,0.184629,0.001047,640
fixed_hybrid_switch,heldout_camera,0,0.595886,0.003653,0.499291,0.005392,0.510144,0.001068,0.188630,0.001339,0.132227,0.001175,0.064309,0.000346,0.184371,0.000331,0.088111,0.000345,0.032872,0.000281,0.154475,0.001089,0.172791,0.001037,640
fixed_hybrid_switch,heldout_camera,1,0.595818,0.003685,0.499223,0.005420,0.510136,0.001074,0.188548,0.001341,0.132228,0.001188,0.064381,0.000335,0.184264,0.000344,0.088290,0.000345,0.032857,0.000272,0.154472,0.001081,0.172826,0.001030,640
fixed_hybrid_switch,heldout_camera,2,0.595068,0.003678,0.498432,0.005425,0.510197,0.001049,0.188632,0.001343,0.132314,0.001192,0.064369,0.000361,0.184265,0.000329,0.088192,0.000347,0.032932,0.000272,0.154591,0.001100,0.172861,0.001051,640
fixed_hybrid_switch,heldout_camera,3,0.595753,0.003693,0.499033,0.005437,0.510136,0.001071,0.188802,0.001349,0.132211,0.001200,0.064285,0.000351,0.184382,0.000329,0.088137,0.000350,0.032957,0.000273,0.154607,0.001104,0.172861,0.001049,640
fixed_hybrid_switch,heldout_camera,4,0.595831,0.003703,0.499185,0.005459,0.509894,0.001082,0.188631,0.001349,0.132324,0.001188,0.064226,0.000356,0.184312,0.000340,0.088075,0.000339,0.032904,0.000276,0.154482,0.001092,0.172759,0.001046,640
fixed_hybrid_switch,heldout_camera,5,0.595882,0.003626,0.499212,0.005356,0.510375,0.001072,0.188808,0.001338,0.132251,0.001188,0.064354,0.000344,0.184231,0.000334,0.088181,0.000345,0.032937,0.000274,0.154564,0.001077,0.172921,0.001032,640
fixed_hybrid_switch,heldout_camera,6,0.595892,0.003641,0.499126,0.005389,0.510182,0.001063,0.188846,0.001351,0.132152,0.001193,0.064420,0.000353,0.184225,0.000328,0.088164,0.000341,0.032942,0.000273,0.154695,0.001098,0.172953,0.001047,640
fixed_hybrid_switch,heldout_camera,7,0.595948,0.003720,0.499408,0.005464,0.510258,0.001080,0.188671,0.001334,0.132146,0.001189,0.064144,0.000348,0.184358,0.000339,0.088347,0.000346,0.032996,0.000274,0.154402,0.001086,0.172740,0.001038,640
fixed_hybrid_switch,heldout_camera,8,0.595056,0.003647,0.498191,0.005387,0.510173,0.001078,0.188804,0.001345,0.132291,0.001197,0.064507,0.000341,0.184380,0.000339,0.088201,0.000339,0.032997,0.000272,0.154690,0.001084,0.173020,0.001033,640
fixed_hybrid_switch,heldout_camera,9,0.595506,0.003690,0.498816,0.005452,0.509975,0.001087,0.188629,0.001350,0.132380,0.001196,0.064281,0.000359,0.184236,0.000338,0.088243,0.000353,0.032958,0.000273,0.154547,0.001095,0.172832,0.001050,640
fixed_hybrid_switch,heldout_object,0,0.616028,0.003423,0.530675,0.005153,0.514997,0.001066,0.179297,0.001346,0.127965,0.001191,0.063397,0.000355,0.182098,0.000320,0.086013,0.000350,0.031877,0.000267,0.147840,0.001096,0.166467,0.001047,640
fixed_hybrid_switch,heldout_object,1,0.616301,0.003471,0.530844,0.005201,0.515076,0.001092,0.179454,0.001342,0.127968,0.001184,0.063340,0.000343,0.182275,0.000346,0.086062,0.000345,0.031832,0.000271,0.147913,0.001086,0.166519,0.001035,640
fixed_hybrid_switch,heldout_object,2,0.616158,0.003459,0.530934,0.005196,0.515254,0.001081,0.179351,0.001355,0.127890,0.001187,0.063275,0.000351,0.182116,0.000325,0.086016,0.000355,0.031858,0.000272,0.147835,0.001096,0.166406,0.001047,640
fixed_hybrid_switch,heldout_object,3,0.616143,0.003391,0.530770,0.005107,0.514992,0.001061,0.179381,0.001346,0.127923,0.001196,0.063318,0.000349,0.182165,0.000339,0.085988,0.000342,0.031925,0.000274,0.147810,0.001087,0.166448,0.001039,640
fixed_hybrid_switch,heldout_object,4,0.616340,0.003438,0.530928,0.005144,0.515050,0.001085,0.179358,0.001337,0.128014,0.001181,0.063429,0.000349,0.182132,0.000337,0.085996,0.000347,0.031861,0.000275,0.147924,0.001070,0.166523,0.001030,640
fixed_hybrid_switch,heldout_object,5,0.615998,0.003431,0.530495,0.005131,0.515036,0.001065,0.179569,0.001313,0.127944,0.001200,0.063352,0.000346,0.182108,0.000327,0.085972,0.000345,0.031871,0.000280,0.147915,0.001074,0.166560,0.001025,640
fixed_hybrid_switch,heldout_object,6,0.615947,0.003415,0.530372,0.005139,0.514858,0.001058,0.179524,0.001342,0.128046,0.001187,0.063335,0.000358,0.182258,0.000327,0.085975,0.000348,0.031799,0.000270,0.148000,0.001088,0.166551,0.001045,640
fixed_hybrid_switch,heldout_object,7,0.615641,0.003458,0.530197,0.005179,0.514923,0.001068,0.179412,0.001339,0.128037,0.001176,0.063265,0.000344,0.182208,0.000339,0.086044,0.000343,0.031873,0.000275,0.147879,0.001080,0.166467,0.001032,640
fixed_hybrid_switch,heldout_object,8,0.615659,0.003444,0.530025,0.005175,0.514780,0.001058,0.179554,0.001360,0.128089,0.001184,0.063327,0.000348,0.182120,0.000331,0.086068,0.000350,0.031894,0.000270,0.147966,0.001094,0.166587,0.001048,640
fixed_hybrid_switch,heldout_object,9,0.615796,0.003389,0.530544,0.005099,0.515114,0.001055,0.179412,0.001332,0.127736,0.001189,0.063178,0.000354,0.182240,0.000334,0.086006,0.000345,0.031968,0.000274,0.147730,0.001095,0.166344,0.001038,640
foundation_policy_only,clean_deployment,0,0.644286,0.004451,0.308358,0.006868,0.217468,0.001062,0.321185,0.002212,0.208755,0.001227,0.109447,0.000402,0.119666,0.000351,0.136417,0.000364,0.002555,0.000164,0.249729,0.001402,0.288129,0.001498,640
foundation_policy_only,clean_deployment,1,0.644712,0.004510,0.308891,0.006906,0.217340,0.001066,0.321191,0.002195,0.208582,0.001212,0.109325,0.000404,0.119651,0.000348,0.136248,0.000356,0.002560,0.000164,0.249617,0.001381,0.287993,0.001485,640
foundation_policy_only,clean_deployment,2,0.644148,0.004438,0.308275,0.006857,0.217467,0.001064,0.321043,0.002222,0.208814,0.001186,0.109574,0.000404,0.119599,0.000350,0.136366,0.000356,0.002425,0.000163,0.249742,0.001395,0.288138,0.001496,640
foundation_policy_only,clean_deployment,3,0.643918,0.004459,0.308090,0.006869,0.217535,0.001069,0.321170,0.002196,0.208675,0.001210,0.109413,0.000403,0.119551,0.000350,0.136441,0.000360,0.002427,0.000167,0.249700,0.001389,0.288089,0.001489,640
foundation_policy_only,clean_deployment,4,0.643970,0.004468,0.308257,0.006884,0.217486,0.001065,0.320976,0.002214,0.208696,0.001219,0.109381,0.000404,0.119668,0.000343,0.136422,0.000364,0.002469,0.000162,0.249577,0.001395,0.287978,0.001498,640
foundation_policy_only,clean_deployment,5,0.644519,0.004476,0.309077,0.006882,0.217468,0.001072,0.320760,0.002202,0.208528,0.001198,0.109243,0.000408,0.119702,0.000344,0.136398,0.000367,0.002482,0.000164,0.249378,0.001388,0.287754,0.001491,640
foundation_policy_only,clean_deployment,6,0.644515,0.004472,0.308736,0.006878,0.217577,0.001073,0.321043,0.002217,0.208641,0.001206,0.109500,0.000408,0.119695,0.000338,0.136375,0.000357,0.002588,0.000164,0.249661,0.001393,0.288059,0.001499,640
