method,task,regime,split,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,mean_abstention_rate,ci95_abstention_rate,mean_predicted_risk,ci95_predicted_risk,mean_realized_risk,ci95_realized_risk,n
classical_ibvs_only,cable_tip_alignment,compound_visual_geometry_shift,clean_deployment,0.457625,0.001449,0.372754,0.001482,0.472736,0.000515,0.146174,0.000426,0.156407,0.000364,0.071594,0.000305,0.162461,0.000310,0.092068,0.000328,0.030344,0.000211,0.152299,0.000341,0.162670,0.000294,160
classical_ibvs_only,cable_tip_alignment,compound_visual_geometry_shift,combined_stress,0.371898,0.001233,0.248824,0.001365,0.454068,0.000574,0.174988,0.000441,0.173045,0.000351,0.075312,0.000306,0.170978,0.000323,0.100397,0.000323,0.034329,0.000226,0.174543,0.000372,0.183817,0.000322,160
classical_ibvs_only,cable_tip_alignment,compound_visual_geometry_shift,heldout_camera,0.412520,0.001353,0.307236,0.001455,0.462558,0.000531,0.161788,0.000440,0.165221,0.000357,0.073330,0.000328,0.166608,0.000302,0.096529,0.000320,0.032457,0.000217,0.163988,0.000384,0.173914,0.000330,160
classical_ibvs_only,cable_tip_alignment,compound_visual_geometry_shift,heldout_object,0.434016,0.001427,0.338912,0.001568,0.467731,0.000526,0.154102,0.000450,0.160947,0.000349,0.072390,0.000328,0.164695,0.000300,0.094041,0.000308,0.031349,0.000228,0.158419,0.000358,0.168291,0.000333,160
classical_ibvs_only,cable_tip_alignment,depth_scale_error,clean_deployment,0.513469,0.001468,0.470841,0.001554,0.500705,0.000511,0.118130,0.000444,0.142389,0.000369,0.063108,0.000305,0.155562,0.000296,0.084399,0.000325,0.023316,0.000211,0.128522,0.000350,0.139823,0.000307,160
classical_ibvs_only,cable_tip_alignment,depth_scale_error,combined_stress,0.452662,0.001265,0.372179,0.001340,0.481843,0.000534,0.146641,0.000417,0.158757,0.000382,0.066509,0.000307,0.163800,0.000334,0.093209,0.000322,0.027141,0.000227,0.150294,0.000329,0.160667,0.000292,160
classical_ibvs_only,cable_tip_alignment,depth_scale_error,heldout_camera,0.481438,0.001435,0.418760,0.001495,0.490731,0.000557,0.133129,0.000453,0.151407,0.000358,0.064998,0.000313,0.159688,0.000301,0.088987,0.000320,0.025404,0.000227,0.140227,0.000384,0.150928,0.000324,160
classical_ibvs_only,cable_tip_alignment,depth_scale_error,heldout_object,0.497033,0.001390,0.443975,0.001422,0.495685,0.000533,0.125813,0.000440,0.146810,0.000338,0.064380,0.000303,0.157811,0.000315,0.087006,0.000313,0.024344,0.000227,0.134767,0.000381,0.145690,0.000313,160
classical_ibvs_only,cable_tip_alignment,fov_escape_risk,clean_deployment,0.481315,0.001361,0.413267,0.001446,0.484127,0.000503,0.135337,0.000458,0.150907,0.000344,0.067883,0.000330,0.159645,0.000325,0.089134,0.000329,0.027127,0.000226,0.142810,0.000356,0.153577,0.000312,160
classical_ibvs_only,cable_tip_alignment,fov_escape_risk,combined_stress,0.404365,0.001447,0.298222,0.001546,0.464913,0.000548,0.164166,0.000455,0.167211,0.000337,0.071219,0.000310,0.167774,0.000322,0.097703,0.000341,0.031242,0.000224,0.164836,0.000383,0.174479,0.000315,160
classical_ibvs_only,cable_tip_alignment,fov_escape_risk,heldout_camera,0.440367,0.001432,0.352430,0.001503,0.473753,0.000543,0.150233,0.000412,0.159313,0.000370,0.069577,0.000300,0.164157,0.000297,0.093647,0.000315,0.029106,0.000214,0.154024,0.000332,0.164372,0.000296,160
classical_ibvs_only,cable_tip_alignment,fov_escape_risk,heldout_object,0.460770,0.001425,0.382557,0.001541,0.479007,0.000517,0.143013,0.000456,0.155293,0.000353,0.068773,0.000323,0.162233,0.000304,0.091022,0.000322,0.028495,0.000234,0.148523,0.000380,0.159083,0.000324,160
classical_ibvs_only,cable_tip_alignment,jacobian_mismatch,clean_deployment,0.490767,0.001418,0.433592,0.001459,0.490794,0.000541,0.127426,0.000466,0.148511,0.000350,0.065033,0.000317,0.158399,0.000288,0.088096,0.000321,0.025445,0.000229,0.136463,0.000388,0.147414,0.000323,160
classical_ibvs_only,cable_tip_alignment,jacobian_mismatch,combined_stress,0.425431,0.001487,0.330353,0.001611,0.471533,0.000526,0.155967,0.000457,0.164760,0.000337,0.068625,0.000307,0.166483,0.000327,0.096332,0.000317,0.029154,0.000219,0.158470,0.000362,0.168254,0.000315,160
classical_ibvs_only,cable_tip_alignment,jacobian_mismatch,heldout_camera,0.455941,0.001448,0.378712,0.001539,0.480806,0.000536,0.142609,0.000437,0.157261,0.000349,0.066877,0.000297,0.162721,0.000285,0.092376,0.000301,0.027476,0.000223,0.148105,0.000340,0.158466,0.000296,160
classical_ibvs_only,cable_tip_alignment,jacobian_mismatch,heldout_object,0.474116,0.001462,0.406859,0.001559,0.485663,0.000540,0.134978,0.000455,0.153116,0.000368,0.065895,0.000318,0.160698,0.000307,0.090129,0.000312,0.026488,0.000220,0.142305,0.000370,0.152918,0.000321,160
classical_ibvs_only,cable_tip_alignment,lighting_shift,clean_deployment,0.533240,0.001504,0.501853,0.001597,0.507991,0.000537,0.111285,0.000434,0.136269,0.000359,0.062115,0.000302,0.152493,0.000321,0.081259,0.000310,0.021634,0.000230,0.122424,0.000334,0.134049,0.000304,160
classical_ibvs_only,cable_tip_alignment,lighting_shift,combined_stress,0.471861,0.001394,0.402888,0.001484,0.489005,0.000543,0.139637,0.000456,0.152778,0.000345,0.065260,0.000325,0.160711,0.000302,0.089670,0.000320,0.025453,0.000229,0.143989,0.000387,0.154628,0.000337,160
classical_ibvs_only,cable_tip_alignment,lighting_shift,heldout_camera,0.501029,0.001398,0.449636,0.001504,0.498099,0.000509,0.126363,0.000463,0.145077,0.000363,0.063852,0.000333,0.156728,0.000316,0.086029,0.000340,0.023683,0.000215,0.133937,0.000358,0.145090,0.000327,160
classical_ibvs_only,cable_tip_alignment,lighting_shift,heldout_object,0.518024,0.001431,0.476623,0.001508,0.502874,0.000532,0.118730,0.000438,0.140972,0.000357,0.062820,0.000339,0.154643,0.000310,0.083734,0.000339,0.022563,0.000226,0.127995,0.000397,0.139512,0.000343,160
classical_ibvs_only,cable_tip_alignment,nominal_view,clean_deployment,0.555263,0.001459,0.540384,0.001556,0.518829,0.000524,0.098998,0.000414,0.131089,0.000362,0.060020,0.000311,0.150109,0.000289,0.078696,0.000321,0.019988,0.000239,0.113216,0.000328,0.125335,0.000286,160
classical_ibvs_only,cable_tip_alignment,nominal_view,combined_stress,0.505524,0.001392,0.452509,0.001505,0.500003,0.000518,0.128357,0.000453,0.147347,0.000357,0.063152,0.000312,0.157966,0.000310,0.087140,0.000317,0.023822,0.000221,0.135503,0.000364,0.146341,0.000314,160
classical_ibvs_only,cable_tip_alignment,nominal_view,heldout_camera,0.527778,0.001340,0.493215,0.001344,0.508728,0.000538,0.114073,0.000455,0.139224,0.000346,0.061601,0.000299,0.154012,0.000314,0.083154,0.000344,0.022358,0.000222,0.124737,0.000368,0.136081,0.000310,160
classical_ibvs_only,cable_tip_alignment,nominal_view,heldout_object,0.540300,0.001443,0.515411,0.001555,0.514400,0.000525,0.106814,0.000460,0.135644,0.000359,0.060991,0.000307,0.151889,0.000302,0.080941,0.000326,0.020731,0.000209,0.119491,0.000342,0.131057,0.000320,160
classical_ibvs_only,cable_tip_alignment,occlusion_shift,clean_deployment,0.500464,0.001372,0.444178,0.001426,0.492354,0.000524,0.126922,0.000461,0.145623,0.000334,0.067853,0.000325,0.157047,0.000302,0.086163,0.000310,0.026961,0.000225,0.136832,0.000365,0.147824,0.000321,160
classical_ibvs_only,cable_tip_alignment,occlusion_shift,combined_stress,0.427700,0.001502,0.333393,0.001542,0.473615,0.000530,0.155668,0.000446,0.161926,0.000357,0.071401,0.000305,0.165395,0.000328,0.094803,0.000354,0.030702,0.000221,0.158771,0.000339,0.168822,0.000296,160
classical_ibvs_only,cable_tip_alignment,occlusion_shift,heldout_camera,0.462410,0.001382,0.386061,0.001454,0.482198,0.000541,0.141951,0.000445,0.153954,0.000340,0.070015,0.000303,0.161190,0.000330,0.090736,0.000309,0.028720,0.000220,0.148406,0.000323,0.158947,0.000272,160
classical_ibvs_only,cable_tip_alignment,occlusion_shift,heldout_object,0.481094,0.001494,0.414404,0.001609,0.487174,0.000503,0.134437,0.000454,0.149980,0.000356,0.069254,0.000310,0.159321,0.000284,0.088793,0.000300,0.027745,0.000218,0.142831,0.000381,0.153675,0.000330,160
classical_ibvs_only,drawer_handle_alignment,camera_extrinsic_drift,clean_deployment,0.540369,0.001359,0.509260,0.001459,0.504568,0.000541,0.114000,0.000455,0.121781,0.000360,0.061668,0.000315,0.154006,0.000326,0.083234,0.000308,0.022647,0.000234,0.120811,0.000394,0.132261,0.000329,160
classical_ibvs_only,drawer_handle_alignment,camera_extrinsic_drift,combined_stress,0.479630,0.001345,0.410371,0.001414,0.485143,0.000544,0.142655,0.000424,0.138250,0.000359,0.065113,0.000327,0.162014,0.000308,0.092006,0.000319,0.026494,0.000222,0.142843,0.000360,0.153216,0.000337,160
classical_ibvs_only,drawer_handle_alignment,camera_extrinsic_drift,heldout_camera,0.508066,0.001383,0.456673,0.001450,0.493730,0.000562,0.129193,0.000430,0.130613,0.000355,0.063304,0.000298,0.158134,0.000318,0.087721,0.000301,0.024816,0.000225,0.132271,0.000339,0.143253,0.000288,160
classical_ibvs_only,drawer_handle_alignment,camera_extrinsic_drift,heldout_object,0.523380,0.001291,0.481158,0.001294,0.498837,0.000547,0.122463,0.000455,0.126492,0.000372,0.062691,0.000311,0.156011,0.000305,0.085659,0.000303,0.023783,0.000237,0.127137,0.000343,0.138390,0.000295,160
classical_ibvs_only,drawer_handle_alignment,compound_visual_geometry_shift,clean_deployment,0.478197,0.001402,0.400456,0.001506,0.474150,0.000576,0.145535,0.000471,0.137542,0.000350,0.070337,0.000310,0.161792,0.000321,0.091680,0.000310,0.030116,0.000224,0.146869,0.000403,0.157414,0.000338,160
classical_ibvs_only,drawer_handle_alignment,compound_visual_geometry_shift,combined_stress,0.391664,0.001359,0.275597,0.001456,0.454901,0.000531,0.174124,0.000465,0.154016,0.000351,0.074337,0.000304,0.169972,0.000303,0.100222,0.000310,0.034237,0.000213,0.169130,0.000335,0.178619,0.000300,160
classical_ibvs_only,drawer_handle_alignment,compound_visual_geometry_shift,heldout_camera,0.431737,0.001413,0.333607,0.001545,0.463963,0.000560,0.160832,0.000450,0.146517,0.000392,0.072155,0.000329,0.166517,0.000301,0.096195,0.000331,0.032105,0.000223,0.158748,0.000398,0.168598,0.000332,160
classical_ibvs_only,drawer_handle_alignment,compound_visual_geometry_shift,heldout_object,0.454050,0.001406,0.365556,0.001485,0.468398,0.000490,0.153396,0.000445,0.142223,0.000353,0.071340,0.000311,0.164206,0.000312,0.094101,0.000310,0.031521,0.000221,0.153222,0.000370,0.163235,0.000311,160
classical_ibvs_only,drawer_handle_alignment,depth_scale_error,clean_deployment,0.531154,0.001433,0.494487,0.001531,0.500442,0.000528,0.117743,0.000459,0.123964,0.000369,0.062185,0.000310,0.155173,0.000327,0.084223,0.000319,0.023232,0.000225,0.123562,0.000374,0.135016,0.000313,160
classical_ibvs_only,drawer_handle_alignment,depth_scale_error,combined_stress,0.470113,0.001378,0.395225,0.001438,0.481455,0.000549,0.146543,0.000433,0.140556,0.000401,0.065896,0.000313,0.163083,0.000303,0.092811,0.000317,0.027131,0.000237,0.146043,0.000370,0.156188,0.000321,160
classical_ibvs_only,drawer_handle_alignment,depth_scale_error,heldout_camera,0.499270,0.001415,0.442899,0.001457,0.490862,0.000532,0.132481,0.000456,0.132508,0.000357,0.064091,0.000316,0.159324,0.000319,0.089254,0.000322,0.025214,0.000218,0.135223,0.000372,0.145981,0.000318,160
classical_ibvs_only,drawer_handle_alignment,depth_scale_error,heldout_object,0.514983,0.001395,0.468401,0.001482,0.495729,0.000532,0.125286,0.000483,0.128498,0.000365,0.062953,0.000306,0.157573,0.000316,0.086386,0.000308,0.024251,0.000225,0.129409,0.000362,0.140469,0.000316,160
classical_ibvs_only,drawer_handle_alignment,fov_escape_risk,clean_deployment,0.500347,0.001378,0.439000,0.001414,0.484412,0.000532,0.134573,0.000434,0.132510,0.000345,0.066647,0.000308,0.159093,0.000326,0.088572,0.000300,0.027120,0.000211,0.137540,0.000353,0.148345,0.000304,160
classical_ibvs_only,drawer_handle_alignment,fov_escape_risk,combined_stress,0.422766,0.001502,0.323525,0.001624,0.465314,0.000527,0.163019,0.000443,0.148497,0.000357,0.070310,0.000321,0.167472,0.000319,0.097179,0.000327,0.030943,0.000224,0.159497,0.000357,0.169191,0.000335,160
classical_ibvs_only,drawer_handle_alignment,fov_escape_risk,heldout_camera,0.459266,0.001434,0.377748,0.001553,0.473936,0.000542,0.149834,0.000445,0.140770,0.000343,0.068465,0.000317,0.163194,0.000306,0.093196,0.000312,0.029262,0.000225,0.149254,0.000375,0.159374,0.000328,160
classical_ibvs_only,drawer_handle_alignment,fov_escape_risk,heldout_object,0.479551,0.001398,0.407163,0.001500,0.478632,0.000531,0.143018,0.000448,0.136668,0.000378,0.067732,0.000305,0.161263,0.000308,0.091078,0.000318,0.028170,0.000211,0.143803,0.000335,0.154394,0.000303,160
classical_ibvs_only,drawer_handle_alignment,jacobian_mismatch,clean_deployment,0.511025,0.001279,0.460972,0.001391,0.492011,0.000544,0.126337,0.000453,0.130262,0.000353,0.063953,0.000322,0.157979,0.000310,0.087562,0.000340,0.025123,0.000213,0.131207,0.000373,0.142153,0.000326,160
classical_ibvs_only,drawer_handle_alignment,jacobian_mismatch,combined_stress,0.444939,0.001387,0.356522,0.001548,0.472759,0.000531,0.155565,0.000452,0.146191,0.000372,0.067389,0.000324,0.166339,0.000312,0.096053,0.000308,0.029012,0.000209,0.153295,0.000375,0.163209,0.000322,160
classical_ibvs_only,drawer_handle_alignment,jacobian_mismatch,heldout_camera,0.476657,0.001350,0.406516,0.001494,0.481909,0.000526,0.141692,0.000438,0.138501,0.000348,0.065736,0.000329,0.162351,0.000310,0.091997,0.000313,0.027098,0.000226,0.142885,0.000353,0.153168,0.000299,160
classical_ibvs_only,drawer_handle_alignment,jacobian_mismatch,heldout_object,0.492999,0.001482,0.431971,0.001527,0.486436,0.000521,0.134890,0.000458,0.134516,0.000368,0.064947,0.000299,0.160242,0.000310,0.089770,0.000303,0.026112,0.000213,0.137453,0.000371,0.148169,0.000302,160
classical_ibvs_only,drawer_handle_alignment,lighting_shift,clean_deployment,0.550151,0.001381,0.524208,0.001506,0.508108,0.000555,0.111417,0.000460,0.118341,0.000367,0.061131,0.000324,0.152576,0.000315,0.081316,0.000313,0.021609,0.000218,0.117761,0.000373,0.129608,0.000332,160
classical_ibvs_only,drawer_handle_alignment,lighting_shift,combined_stress,0.489109,0.001331,0.424931,0.001418,0.488414,0.000544,0.140270,0.000435,0.134738,0.000347,0.064540,0.000305,0.160226,0.000313,0.089920,0.000343,0.025419,0.000212,0.139972,0.000357,0.150591,0.000295,160
classical_ibvs_only,drawer_handle_alignment,lighting_shift,heldout_camera,0.518262,0.001409,0.472856,0.001523,0.497936,0.000557,0.126031,0.000446,0.126818,0.000384,0.062712,0.000329,0.156358,0.000300,0.085904,0.000325,0.023897,0.000218,0.128961,0.000403,0.140230,0.000347,160
classical_ibvs_only,drawer_handle_alignment,lighting_shift,heldout_object,0.534957,0.001399,0.499133,0.001483,0.503180,0.000521,0.119136,0.000437,0.122680,0.000377,0.061745,0.000319,0.154484,0.000320,0.083561,0.000328,0.022258,0.000234,0.123479,0.000366,0.135028,0.000303,160
classical_ibvs_only,drawer_handle_alignment,nominal_view,clean_deployment,0.571033,0.001321,0.561605,0.001361,0.518922,0.000561,0.098987,0.000422,0.113433,0.000361,0.059124,0.000304,0.149821,0.000311,0.078891,0.000326,0.020122,0.000226,0.108831,0.000329,0.120961,0.000293,160
classical_ibvs_only,drawer_handle_alignment,nominal_view,combined_stress,0.522357,0.001361,0.475005,0.001410,0.499989,0.000554,0.127896,0.000451,0.129647,0.000360,0.062460,0.000315,0.157541,0.000312,0.087465,0.000307,0.023763,0.000239,0.131071,0.000358,0.141883,0.000318,160
classical_ibvs_only,drawer_handle_alignment,nominal_view,heldout_camera,0.545954,0.001416,0.516912,0.001549,0.509110,0.000535,0.114240,0.000450,0.121632,0.000362,0.060739,0.000335,0.153907,0.000299,0.082731,0.000307,0.022065,0.000235,0.120230,0.000392,0.131714,0.000328,160
classical_ibvs_only,drawer_handle_alignment,nominal_view,heldout_object,0.558665,0.001514,0.539016,0.001621,0.513983,0.000556,0.107069,0.000446,0.117398,0.000362,0.060033,0.000318,0.151946,0.000293,0.081050,0.000304,0.020695,0.000211,0.114902,0.000336,0.126629,0.000319,160
classical_ibvs_only,drawer_handle_alignment,occlusion_shift,clean_deployment,0.519563,0.001284,0.469483,0.001378,0.492949,0.000539,0.126560,0.000435,0.127443,0.000338,0.066866,0.000316,0.156632,0.000304,0.085998,0.000324,0.026793,0.000225,0.131953,0.000388,0.143048,0.000337,160
classical_ibvs_only,drawer_handle_alignment,occlusion_shift,combined_stress,0.446455,0.001455,0.358258,0.001518,0.473365,0.000550,0.155080,0.000454,0.143916,0.000366,0.070220,0.000307,0.164844,0.000315,0.094883,0.000318,0.030507,0.000224,0.153784,0.000360,0.163906,0.000300,160
classical_ibvs_only,drawer_handle_alignment,occlusion_shift,heldout_camera,0.480708,0.001411,0.410222,0.001412,0.482531,0.000537,0.141875,0.000446,0.136097,0.000342,0.068864,0.000299,0.160745,0.000324,0.090738,0.000315,0.028611,0.000228,0.143848,0.000340,0.154315,0.000301,160
classical_ibvs_only,drawer_handle_alignment,occlusion_shift,heldout_object,0.500076,0.001284,0.439159,0.001275,0.487330,0.000528,0.134704,0.000465,0.131923,0.000350,0.067912,0.000304,0.159106,0.000297,0.088313,0.000336,0.027649,0.000216,0.138131,0.000374,0.148966,0.000322,160
classical_ibvs_only,eye_in_hand_peg_insert,camera_extrinsic_drift,clean_deployment,0.549749,0.001366,0.517324,0.001442,0.504593,0.000544,0.114088,0.000465,0.126355,0.000356,0.061677,0.000337,0.153876,0.000321,0.083223,0.000326,0.022687,0.000217,0.121936,0.000354,0.133313,0.000330,160
classical_ibvs_only,eye_in_hand_peg_insert,camera_extrinsic_drift,combined_stress,0.490283,0.001417,0.419505,0.001518,0.485373,0.000528,0.143213,0.000469,0.142874,0.000353,0.064952,0.000314,0.161826,0.000321,0.091963,0.000330,0.026853,0.000232,0.144137,0.000384,0.154400,0.000328,160
classical_ibvs_only,eye_in_hand_peg_insert,camera_extrinsic_drift,heldout_camera,0.518736,0.001492,0.466186,0.001583,0.494039,0.000530,0.129302,0.000458,0.134791,0.000366,0.063295,0.000300,0.158154,0.000326,0.087789,0.000333,0.024753,0.000228,0.133317,0.000363,0.144232,0.000294,160
classical_ibvs_only,eye_in_hand_peg_insert,camera_extrinsic_drift,heldout_object,0.533248,0.001298,0.489878,0.001464,0.498859,0.000542,0.122453,0.000450,0.130636,0.000355,0.062598,0.000321,0.156009,0.000325,0.085878,0.000299,0.023751,0.000221,0.128282,0.000359,0.139282,0.000318,160
classical_ibvs_only,eye_in_hand_peg_insert,compound_visual_geometry_shift,clean_deployment,0.488438,0.001422,0.408964,0.001502,0.473187,0.000529,0.145718,0.000459,0.141683,0.000357,0.070386,0.000313,0.162061,0.000300,0.091783,0.000322,0.030236,0.000238,0.147962,0.000347,0.158460,0.000305,160
classical_ibvs_only,eye_in_hand_peg_insert,compound_visual_geometry_shift,combined_stress,0.402173,0.001362,0.284237,0.001456,0.454133,0.000545,0.174806,0.000441,0.158289,0.000356,0.073949,0.000320,0.170319,0.000314,0.100417,0.000324,0.034113,0.000228,0.170403,0.000363,0.179696,0.000326,160
classical_ibvs_only,eye_in_hand_peg_insert,compound_visual_geometry_shift,heldout_camera,0.442393,0.001402,0.342785,0.001520,0.463233,0.000545,0.160705,0.000469,0.150489,0.000348,0.072509,0.000310,0.166442,0.000315,0.096300,0.000315,0.032386,0.000220,0.159747,0.000367,0.169636,0.000314,160
classical_ibvs_only,eye_in_hand_peg_insert,compound_visual_geometry_shift,heldout_object,0.465769,0.001324,0.375607,0.001375,0.467680,0.000522,0.153632,0.000435,0.146494,0.000354,0.071356,0.000325,0.164111,0.000306,0.094443,0.000314,0.031224,0.000219,0.154253,0.000374,0.164358,0.000312,160
classical_ibvs_only,eye_in_hand_peg_insert,depth_scale_error,clean_deployment,0.543197,0.001379,0.505923,0.001442,0.500987,0.000531,0.117090,0.000434,0.128406,0.000341,0.062195,0.000302,0.155039,0.000316,0.084434,0.000318,0.023265,0.000222,0.124330,0.000365,0.135724,0.000316,160
classical_ibvs_only,eye_in_hand_peg_insert,depth_scale_error,combined_stress,0.480858,0.001489,0.405239,0.001535,0.481925,0.000540,0.146415,0.000424,0.144687,0.000337,0.065446,0.000315,0.163239,0.000323,0.092903,0.000311,0.027291,0.000218,0.146724,0.000366,0.156792,0.000312,160
classical_ibvs_only,eye_in_hand_peg_insert,depth_scale_error,heldout_camera,0.510426,0.001371,0.452319,0.001428,0.490990,0.000544,0.133123,0.000443,0.137121,0.000364,0.064244,0.000326,0.159284,0.000305,0.088925,0.000308,0.025548,0.000234,0.136591,0.000370,0.147333,0.000337,160
classical_ibvs_only,eye_in_hand_peg_insert,depth_scale_error,heldout_object,0.526895,0.001392,0.478957,0.001471,0.495718,0.000576,0.125283,0.000443,0.132766,0.000364,0.063261,0.000309,0.156951,0.000308,0.086878,0.000307,0.024366,0.000217,0.130744,0.000343,0.141674,0.000305,160
classical_ibvs_only,eye_in_hand_peg_insert,fov_escape_risk,clean_deployment,0.511747,0.001292,0.448683,0.001408,0.483733,0.000526,0.134979,0.000436,0.136688,0.000381,0.066466,0.000312,0.159260,0.000311,0.088872,0.000299,0.027204,0.000231,0.138804,0.000394,0.149409,0.000331,160
classical_ibvs_only,eye_in_hand_peg_insert,fov_escape_risk,combined_stress,0.435319,0.001414,0.334302,0.001571,0.465048,0.000528,0.163725,0.000456,0.152880,0.000337,0.070137,0.000310,0.167415,0.000295,0.097288,0.000309,0.031131,0.000222,0.160617,0.000346,0.170412,0.000319,160
classical_ibvs_only,eye_in_hand_peg_insert,fov_escape_risk,heldout_camera,0.470044,0.001381,0.386800,0.001454,0.474195,0.000541,0.150220,0.000441,0.145333,0.000369,0.068718,0.000318,0.163394,0.000318,0.093495,0.000311,0.029384,0.000214,0.150707,0.000360,0.160764,0.000312,160
classical_ibvs_only,eye_in_hand_peg_insert,fov_escape_risk,heldout_object,0.488966,0.001396,0.415327,0.001454,0.478900,0.000507,0.143020,0.000446,0.141014,0.000360,0.067937,0.000314,0.161262,0.000305,0.091117,0.000306,0.028319,0.000219,0.145010,0.000358,0.155477,0.000319,160
classical_ibvs_only,eye_in_hand_peg_insert,jacobian_mismatch,clean_deployment,0.521399,0.001497,0.469549,0.001628,0.491411,0.000543,0.126811,0.000430,0.134149,0.000349,0.064182,0.000301,0.157980,0.000308,0.087645,0.000306,0.025375,0.000218,0.132490,0.000356,0.143384,0.000310,160
classical_ibvs_only,eye_in_hand_peg_insert,jacobian_mismatch,combined_stress,0.455638,0.001467,0.366015,0.001547,0.472589,0.000530,0.155478,0.000439,0.150677,0.000365,0.067182,0.000310,0.166151,0.000316,0.096468,0.000312,0.029034,0.000223,0.154212,0.000337,0.164108,0.000287,160
classical_ibvs_only,eye_in_hand_peg_insert,jacobian_mismatch,heldout_camera,0.486334,0.001461,0.414485,0.001541,0.481263,0.000565,0.142047,0.000458,0.142923,0.000363,0.065804,0.000303,0.162159,0.000309,0.091932,0.000279,0.027196,0.000227,0.143836,0.000380,0.154340,0.000330,160
classical_ibvs_only,eye_in_hand_peg_insert,jacobian_mismatch,heldout_object,0.503820,0.001335,0.441476,0.001441,0.485895,0.000534,0.134675,0.000500,0.138808,0.000362,0.065014,0.000313,0.160240,0.000319,0.089980,0.000309,0.026211,0.000219,0.138326,0.000371,0.149086,0.000336,160
classical_ibvs_only,eye_in_hand_peg_insert,lighting_shift,clean_deployment,0.561631,0.001359,0.534988,0.001487,0.508053,0.000532,0.111023,0.000463,0.122729,0.000372,0.060817,0.000312,0.151985,0.000320,0.081451,0.000308,0.021502,0.000224,0.118518,0.000373,0.130226,0.000324,160
classical_ibvs_only,eye_in_hand_peg_insert,lighting_shift,combined_stress,0.501224,0.001266,0.436224,0.001284,0.488731,0.000539,0.140111,0.000435,0.139178,0.000318,0.064082,0.000326,0.160526,0.000327,0.089821,0.000327,0.025520,0.000226,0.140654,0.000357,0.151208,0.000309,160
classical_ibvs_only,eye_in_hand_peg_insert,lighting_shift,heldout_camera,0.528947,0.001416,0.482015,0.001483,0.497974,0.000554,0.126430,0.000442,0.131088,0.000339,0.062735,0.000317,0.156559,0.000314,0.085955,0.000311,0.023624,0.000222,0.130325,0.000365,0.141384,0.000329,160
classical_ibvs_only,eye_in_hand_peg_insert,lighting_shift,heldout_object,0.545531,0.001535,0.508568,0.001543,0.502780,0.000539,0.118979,0.000451,0.126916,0.000372,0.061674,0.000316,0.154456,0.000320,0.083303,0.000313,0.022865,0.000222,0.124383,0.000366,0.135797,0.000308,160
classical_ibvs_only,eye_in_hand_peg_insert,nominal_view,clean_deployment,0.583717,0.001491,0.573385,0.001590,0.519338,0.000529,0.099404,0.000458,0.117438,0.000369,0.058789,0.000318,0.149372,0.000304,0.078433,0.000310,0.019934,0.000217,0.109627,0.000369,0.121766,0.000317,160
classical_ibvs_only,eye_in_hand_peg_insert,nominal_view,combined_stress,0.532833,0.001416,0.484761,0.001526,0.500060,0.000525,0.127795,0.000466,0.133549,0.000376,0.062181,0.000325,0.157326,0.000313,0.087125,0.000326,0.023680,0.000235,0.131457,0.000379,0.142470,0.000318,160
classical_ibvs_only,eye_in_hand_peg_insert,nominal_view,heldout_camera,0.555744,0.001346,0.525410,0.001502,0.509072,0.000513,0.114154,0.000421,0.125717,0.000357,0.060918,0.000332,0.153790,0.000327,0.083305,0.000309,0.021916,0.000218,0.121272,0.000361,0.132779,0.000340,160
classical_ibvs_only,eye_in_hand_peg_insert,nominal_view,heldout_object,0.570091,0.001355,0.549287,0.001455,0.513722,0.000543,0.107040,0.000421,0.121539,0.000367,0.059937,0.000310,0.151833,0.000323,0.081002,0.000307,0.020907,0.000235,0.115950,0.000316,0.127462,0.000278,160
classical_ibvs_only,eye_in_hand_peg_insert,occlusion_shift,clean_deployment,0.530240,0.001463,0.478770,0.001597,0.492172,0.000564,0.126357,0.000461,0.131606,0.000333,0.067064,0.000307,0.156578,0.000310,0.086056,0.000313,0.026859,0.000207,0.132697,0.000352,0.143992,0.000313,160
classical_ibvs_only,eye_in_hand_peg_insert,occlusion_shift,combined_stress,0.457806,0.001511,0.368850,0.001539,0.473225,0.000536,0.154659,0.000452,0.147799,0.000324,0.070111,0.000303,0.164932,0.000307,0.094772,0.000308,0.030529,0.000208,0.154429,0.000348,0.164475,0.000307,160
classical_ibvs_only,eye_in_hand_peg_insert,occlusion_shift,heldout_camera,0.490503,0.001475,0.418918,0.001567,0.482651,0.000526,0.141945,0.000431,0.140030,0.000360,0.068697,0.000312,0.160943,0.000326,0.090805,0.000298,0.028909,0.000232,0.144716,0.000350,0.155129,0.000293,160
classical_ibvs_only,eye_in_hand_peg_insert,occlusion_shift,heldout_object,0.510073,0.001335,0.448313,0.001399,0.487370,0.000552,0.134486,0.000432,0.135620,0.000356,0.067725,0.000304,0.158985,0.000334,0.088672,0.000316,0.027958,0.000222,0.138863,0.000340,0.149631,0.000300,160
